Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler
"Udbyes gate 7, 7030 Trondheim",1790000,712000,8454,2510454,6900,Leilighet,Andel,1,57 m²,57 m²,4,1917,G - rød,Flott og lys 2-roms andelsleilighet - Solrik balkong - Heis - Sentrumsnær og attraktiv beliggenhet - Innflytningsklar!,EiendomsMegler 1 avd. Trondheim Sentrum
"Hørløcks veg 4 B, 7058 Jakobsli",2290000,295212,8454,2593666,4413,Leilighet,Andel,1,55 m²,55 m²,3,1962,G - rød,LYS OG FLOTT 2-ROMS LEILIGHET I ET ATTRAKTIVT BOLIGOMRÅDE | Kjøkken 2013 (TG1) | Balkong 6 kvm | 3.etasje,EiendomsMegler 1 avd. Trondheim Syd/Heimdal
"Saupstadringen 49 C, 7078 Saupstad",2350000,65000,6955,2421955,4230,Leilighet,Andel,2,78 m²,79 m²,4,1972,G - rød,STOR OG ATTRAKTIV 3-ROMS LEILIGHET I 4. ETG. MED SØRVENDT BALKONG. Kjøkken TG1. Veldrevet BL. Gode bussforbindelser.,EiendomsMegler 1 avd. Trondheim Syd/Heimdal
"Anne Ekrens veg 5, 7080 Heimdal",2790000,70920,2860920,1896,9204,Leilighet,Eier (Selveier),1,44 m²,44 m²,1,2020,C - mørkegrønn,Strøken og moderne 2-roms fra 2020 i Heimdal Atrium | Fin beliggenhet | Parkeringsplass i oppvarmet p-kjeller | Heis,EiendomsMegler 1 avd. Trondheim Syd/Heimdal
"Arne Fjellbus veg 10 A, 7033 Trondheim",2290000,316865,8454,2615319,5301,Leilighet,Andel,2,64 m²,67 m²,3.0,1974,F - rød,INNBYDENDE OG FLOTT 3-ROMS I TOPPETASJE - Kjøkken TG1 - Varmtvann inkl. i husleie -Balkong m/ utsikt -Nært NTNU og marka,EiendomsMegler 1 avd. Trondheim Syd/Heimdal
"Balders veg 4 B, 7033 Trondheim",1790000,153790,8454,1952244,3278,Leilighet,Andel,37 m²,37 m²,1,1965,G - rød,,Oppussingsobjekt i et attraktivt område på Nardo - Sørvestvendt balkong - Nærhet til NTNU,EiendomsMegler 1 avd. Trondheim Syd/Heimdal
"Odenseveien 11, 7020 Trondheim",2490000,118427,8454,2616881,3183,Leilighet,Andel,1,54 m²,54 m²,1,1960,E - oransje,Lys og tiltalende 2-roms endeleilighet på 54 m² | Sørvendt balkong | Bymarka like ved | Ingen dokumentavgift!,EiendomsMegler 1 avd. Trondheim Vest/Byåsen
"Giskegata 35, 6005 Ålesund",2130000,54420,2184420,1557,0,Leilighet,Eier (Selveier),1,66 m²,66 m²,2,1906,G - rød,Ta kontakt for visning! Pen 2-roms leilighet med loft. Oppusset i 2012. TG1 på bad og kjøkken. Gangavstand til sentrum!,EiendomsMegler 1 avd. Ålesund - St. Olavs Plass
"Fredsbergvegen 27, 6009 Ålesund",3400000,583000,960,3983960,5660,Leilighet,Andel,3,98 m²,101 m²,3,1978,E - rød,"Lys og fin 4-roms andelsleilighet med flott utsikt fra sydvendt balkong, parkeringskjeller og pent opparbeidet uteareal!",EiendomsMegler 1 avd. Ålesund - St. Olavs Plass
"Kvernevikstemma 20, 5114 Tertnes",2890000,132336,960,3023296,5839,Leilighet,Andel,2,97 m²,97 m²,5,1977,,"Nydelig og modernisert 3(4) roms leilighet i 5 etasje, via hovedinngang 3etg. Oppusset i 2015. Kort vei til skole, buss.",EiendomsMegler 1 Åsane
"Sandviksveien 49D, 5036 Bergen",2950000,535101,960,3486061,5541,Leilighet,Andel,2,57 m²,57 m²,2,1918,,Nydelig 3-roms hjørneleilighet med 2 altaner og sjøgløtt til Byfjorden. Innvendig oppusset 2009/-21. Gåavstand til byen!,EiendomsMegler 1 Åsane
"Brunestykket 2, 5039 Bergen",2690000,110365,960,2801325,3373,Leilighet,Andel,1,53 m²,53 m²,1,1962,,Nydelig 2-roms leilighet med vestvendt altan og vakker utsikt mot Byfjorden. Høy 1. etg. Rett v/Helleneset/badestrand.,EiendomsMegler 1 Åsane
"Dr. Dedichens vei 64, 0675 Oslo",2900000,76075,8658,2984733,2963,Leilighet,Andel,0,53 m²,53 m²,2,1972,,1-roms leilighet med lukket sovealkove - Balkong på ca. 13 m² med god utsikt over Groruddalen - Moderniseringsbehov,Eiendomsmegler 1 Bøler
"Frøyas vei 16, 1782 Halden",1300000,428049,1032,1729081,4134,Leilighet,Andel,1,44 m²,57 m²,1,1978,F - rød,"Hyggelig og lettstelt andelsleilighet med stor, innglasset balkong. Bad renovert i 2019.",Eiendomsmegler 1 Halden
"Solbergskogen 3B, 3085 Holmestrand",2250000,458096,1130,2709226,5530,Leilighet,Andel,3,83 m²,95 m²,3,1971,F - rød,Lys og gjennomgående 4-roms leilighet i 3 etg. i Solbergsskogen Panorama - Fantastisk sjøutsikt - 2 balkonger,Eiendomsmegler 1 Holmestrand
"Bekkegaten 5, 3080 Holmestrand",3090000,78670,3168670,2571,13003,Leilighet,Eier (Selveier),2,68 m²,71 m²,3,2013,C - rød,VISNING 27/6 - Delikat og lettstelt 3-roms selveierleilighet i Holmestrand sentrum. Parkeringsplass under tak. Heis,Eiendomsmegler 1 Holmestrand
"Dampsaga allé 64, 2053 Jessheim",4300000,108874,4408874,2995,4988,Leilighet,Eier (Selveier),2,73 m²,76 m²,4,2020,A - mørkegrønn,"Innbydende og moderne 3-roms selveier fra 2020 - Vestvendt, stor balkong - Garasjeplass - Heisadkomst - Nærhet til ""alt""",Eiendomsmegler 1 Jessheim
"Doppesvingen 32, 3611 Kongsberg",2550000,65170,2615170,1342,6908,Leilighet,Eier (Selveier),2,70 m²,73 m²,2,2001,,"Tiltalende endeleilighet med attraktiv beliggenhet på solsiden i Kongsberg. Nyere bad, koselig uteplass og carport.",Eiendomsmegler 1 Kongsberg
"Stertebakke 7B, 3612 Kongsberg",1850000,24004,1210,1875214,2689,Leilighet,Andel,1,58 m²,63 m²,1,1979,E - rød,Lys og tiltalende leilighet i 1.etasje med garasjeplass og sentrumsnær beliggenhet,Eiendomsmegler 1 Kongsberg
"Nedre Borgvin 30, 3801 Bø i Telemark",1590000,9373,41445,1640818,1629,Leilighet,Eier (Selveier),1,50 m²,53 m²,2,1976,,Praktisk ende-leilighet i Nedre Borgvin. Fantastisk utsikt og gode solforhold.,Eiendomsmegler 1 Midt-Telemark og Notodden
"Stasjonsvegen 21B, 3800 Bø i Telemark",2450000,62502,2512502,314,12552,Leilighet,Eier (Selveier),4,70 m²,74 m²,2,1977,F - rød,"Lys og lettstelt 5-roms leilighet beliggende fint og attraktivt til i Bø sentrum, nærhet til det meste! Stort potensial.",Eiendomsmegler 1 Midt-Telemark og Notodden
"Helga Vaneks vei 7, 1281 Oslo",2990000,76124,3066124,1955,0,Leilighet,Eier (Selveier),1,36 m²,36 m²,2,2016,B - mørkegrønn,Lys og arealeffektiv 2-roms selveier | V.vann og fyr inkl. (A-Konto) | Nærhet til kollektivtrafikk | Lav felleskostnad,Eiendomsmegler 1 Oslo Syd
"Kvistadbakkan 64 B, 7670 Inderøy",1790000,45920,1835920,1500,5736,Leilighet,Eier (Selveier),3,85 m²,88 m²,1,1992,E - gul,STOR LEILIGHET PÅ 85 KVM MED FANTASTISK UTSIKT | 3 sov | Gode solforhold | Attraktivt boligfelt |God parkeringsplass,Eiendomsmegler 1 avd. Verdal
"Refsnesalleen 89A, 1518 Moss",1990000,52404,12760,2055164,2011,Leilighet,Andel,0,34 m²,36 m²,2,1964,F - rød,1-roms leilighet med fantastisk utsikt over Oslofjorden og solrik vestvendt uteplass.,GARANTI Eiendomsmegling Moss
"Balsfjordvinden 6A, 9006 Tromsø",1950000,1047241,5060,3002301,8394,Leilighet,Andel,1,50 m²,50 m²,3,2004,,"Meget flott 2-roms toppetasje med garasje, balkong og sentral beliggenhet på attraktive Bjerkaker!",GARANTI Eiendomsmegling Tromsø
"Knausen 175, 9018 Tromsø",3230000,449861,12554,3692415,7209,Leilighet,Andel,3,102 m²,109 m²,1978,4,,Attraktiv og velholdt 4-roms med stor balkong og fantastisk utsikt i veletablert og barnevennlig borettslag!,GARANTI Eiendomsmegling Tromsø
"Trollringen 96C, 9016 Tromsø",4070000,73401,110320,4253721,5019,Leilighet,Eier (Selveier),2,72 m²,76 m²,3,1995,,Stilfull og moderne 3-roms toppetasje med garasje i et av Tromsøs mest populære områder.,GARANTI Eiendomsmegling Tromsø
"Mosseveien 69, 1610 Fredrikstad",3700000,101519,3801519,2141,0,Leilighet,Eier (Selveier),1,49 m²,52 m²,3,2021,A - mørkegrønn,Med orkesterplass til Seutelva | Splitter ny selveierleilighet med finesse! Sigdal-kjøkken | Garasje & heis | Utsikt!,GRIMSØEN & PARTNERS AS
"Skogveien 2, 1738 Borgenhaugen",3795000,110269,3905269,22959,0,Leilighet,Eier (Selveier),3,127 m²,127 m²,2,1963,G - rød,Sjelden & unik selveierleilighet! 3 soverom | 2 bad | Flott balkong | God takhøyde | Garasje! Innflyttingsklar!,GRIMSØEN & PARTNERS AS
"Lindesnes' gate 42B, 1707 Sarpsborg",1690000,124089,8009,1822098,3901,Leilighet,Andel,2,64 m²,64 m²,1.0,1962,G - oransje,3-roms hjørneleilighet med populær & sentral beliggenhet! 1. etg | Parkeringsplass | 2 soverom | Balkong!,GRIMSØEN & PARTNERS AS
"Kaptein Amlands vei 6B, 5161 Laksevåg",2650000,67592,2717592,1000,7900,Leilighet,Eier (Selveier),2,57 m²,57 m²,2,1949,,"LAKSEVÅG: Flott 3-roms eierleilighet med herlig altan, solrikt og utsikt mot Byfjorden og innseilingen til Bergen.",Garanti Eiendomsmegling Avd. Landås
"Nattlandsveien 14A, 5093 Bergen",2375000,236896,8625,2620521,4530,Leilighet,Andel,1,57 m²,57 m²,2,1938,G - oransje,"Romslig og flott 2-roms toppleilighet på hjørnet! 2 balkonger, utsikt og masse sol. 5 min. å gå til Haukeland Sykehus.",Garanti Eiendomsmegling Avd. Landås
"VARDEVEIEN 72 A, 5141 Fyllingsdalen",1950000,455533,8460,2413993,7554,Leilighet,Andel,3,80 m²,80 m²,4,1966,G - rød,VARDEN - 4-ROMS LEILIGHET,Grahl-Madsen & Co Advokatfirma AS
"Utsiravegen 5, 7045 Trondheim",3390000,92820,3482820,2046,10584,Leilighet,Eier (Selveier),2,67 m²,67 m²,1,1947,D - mørkegrønn,"Nyoppusset og lekker 3-roms selveier | Parkeringsplass | TG1 på bad og kjøkken | Nært ""alt"" | Lave fellesutgifter",Heimdal Eiendomsmegling AS avd Heimdal
"Gammelvegen 2, 7353 Børsa",1690000,50320,1740320,2000,9191,Leilighet,Eier (Selveier),1,35 m²,35 m²,2,2009,C - rød,Moderne arealeffektiv 2-roms selveier i Børsa sentrum | Sentral beliggenhet | Solfylt fellesterrasse | Heis,Heimdal Eiendomsmegling AS avd Heimdal
"Nedre Flatåsveg 48A, 7099 Flatåsen",2090000,943645,5060,3038705,8545,Leilighet,Andel,3,126 m²,133 m²,1982,E - oransje,,Koselig rekkehus over 3 plan - Solrike utearealer - Barnevennlig område - 3-4 sov - Utsikt,Heimdal Eiendomsmegling AS avd Heimdal
"Persaunvegen 3, 7045 Trondheim",3990000,31732,108590,4130322,1700,Leilighet,Eier (Selveier),3,76 m²,76 m²,2,1937,G - oransje,Delikat 4-roms selveier med 2 p-plasser | Solfylt veranda | Peisovn og varmepumpe | Lave fellesutgifter | Sentralt,Heimdal Eiendomsmegling AS avd Heimdal
"Myrmannsvegen 6, 7088 Heimdal",2140000,56003,12554,2208557,3489,Leilighet,Andel,1,43 m²,43 m²,4,1971,F - rød,"Lekker 2-roms leilighet i toppetasjen, oppusset i 2018/19 | Solfylt og usjenert balkong | Sentrumsnært | Lav fellesgjeld",Heimdal Eiendomsmegling AS avd Heimdal
"Ladeveien 19, 7066 Trondheim",3750000,101820,3851820,2224,13185,Leilighet,Eier (Selveier),2,54 m²,59 m²,1,2018,C - mørkegrønn,Lekker 3-roms selveier fra 2018 | Nybygg-garanti | Østvendt hage og markterrasse | Nærhet til busstopp og butikker,Heimdal Eiendomsmegling AS avd Melhus
"Sandgata 30C leil. 303, 7012 Trondheim",6390000,167820,6557820,3111,18588,Leilighet,Eier (Selveier),2,90 m²,104 m²,3,1903,F - mørkegrønn,"Lekker og moderne hjørneleilighet på 104 m² i 3.etg, med fantastisk beliggenhet | 2 balkonger | Fjernvarme | Nært skoler",Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
"Eirik Jarls gate 3A, 7030 Trondheim",5390000,142820,5532820,1500,13988,Leilighet,Eier (Selveier),4,100 m²,100 m²,1,1936,,Fin 1/4 part med særdeles god beliggenhet | 4 soverom | 2 bad | Balkong | Frodig og pent fellesareal,"Heimdal Eiendomsmegling AS, avd Høyskoleparken"
"Innherredsveien 2C, 7042 Trondheim",4290000,115320,4405320,3829,10524,Leilighet,Eier (Selveier),2,63 m²,63 m²,4,2003,D - mørkegrønn,Lekker 3-roms selveier på Solsiden | Deilig balkong | P-plass i kjeller | Innflyttningsklar | Heisadkomst,"Heimdal Eiendomsmegling AS, avd Høyskoleparken"
"Magnus Berrføtts veg 11, 7046 Trondheim",3490000,383038,5060,3878098,4209,Leilighet,Andel,3,90 m²,109 m²,12,1968,G - rød,Svært innholdsrik 4-roms med etterspurt beliggenhet i Valentinlyst BRL | 12 etasje og fenomenal utsikt | 109m² BRA,"Heimdal Eiendomsmegling AS, avd. Byåsen"
"Bretlandsgata 65, 4009 Stavanger",2290000,17027,69434,2376461,2063,Leilighet,Eier (Selveier),1,38 m²,38 m²,2,2009,D - mørkegrønn,Lev enkelt - høy trivsel - kvalitet - byens råeste takterrasse i denne prisklassen?,Huus & Partners
"Søndre Skogveien 89, 5055 Bergen",2490000,706727,5532,3202259,6851,Leilighet,Andel,2,82 m²,87 m²,4,1989,D - rød,Lekker og nyoppusset i 2021 - 3-roms leilighet - Balkong - Flott utsikt - Heis - Garasjeplass m/el-billader - Sentralt,Kaland & Partners - Fana Eiendomsmegling
"Ortuflaten 61, 5143 Fyllingsdalen",2650000,36450,12876,2699326,5464,Leilighet,Andel,3,73 m²,73 m²,2.0,1968,G - mørkegrønn,Moderne 4-roms med gode kvaliteter. Varmtvann/sentralvarme inkl. i felleskostn. Balkong. Sentralt og naturskjønt,Kaland & Partners - Fana Eiendomsmegling
"Ytrebygdsvegen 9, 5251 Søreidgrend",7900000,205742,8105742,5527,19972,Leilighet,Eier (Selveier),3,150 m²,154 m²,4.0,2016,C - oransje,Unik toppleilighet med takterrasse på 90m² og enestående sol- og utsiktsforhold - 3 soverom - 2 bad - Må sees!,Kaland & Partners - Torgallmenningen Eiendomsmegling
"Lyngbøveien 21, 5164 Laksevåg",1790000,20000,5532,1815532,2458,Leilighet,Andel,1,30 m²,30 m²,1,1960,G - rød,"Flott 2-roms med god standard, terrasse og gode solforhold! Godt kollektivtilbud like ved ytterdøren.",Kaland & Partners - Torgallmenningen Eiendomsmegling
"Ortustranden 34, 5143 Fyllingsdalen",3190000,16772,12720,3219492,4944,Leilighet,Andel,2,66 m²,66 m²,3,1969,G - mørkegrønn,"Lekker og moderne toppleilighet. Stor balkong på 12,5 kvm med gode solforhold! Nyoppusset 2018/19.",Kaland & Partners - Torgallmenningen Eiendomsmegling
"Bondilia 15, 1386 Asker",6290000,158592,6448592,2985,0,Leilighet,Eier (Selveier),2,73 m²,77 m²,1,2018,D - mørkegrønn,Nyere og meget pen endeleilighet. Usjenert og flotte uteområder. Nærhet til Asker sentrum. To garasjeplasser. Heis,Krogsveen avd. Asker
"Bærumsveien 211, 1357 Bekkestua",10900000,273842,11173842,4321,0,Leilighet,Eier (Selveier),2,125 m²,129 m²,3,1995,E - rød,"Meget romslig, gjennomgående 3-roms med 2 flotte, solrike balkonger med attraktiv og sentral beliggenhet- Heis- Garasje",Krogsveen avd. Bekkestua
"Hauger skolevei 50, 1351 Rud",3300000,29076,84569,3413645,1664,Leilighet,Eier (Selveier),1,34 m²,34 m²,3,2006,C - rød,"Lys, moderne og meget arealeffektiv 2-roms selveier med overbygget balkong *Attraktivt område *Felles takterrasse *Heis",Krogsveen avd. Bekkestua
"Nordre Skogveien 11, 5057 Bergen",3450000,87592,3537592,3092,7003,Leilighet,Eier (Selveier),2,62 m²,74 m²,2,1991,E - rød,Sentrumsnær og tiltalende 3-roms eierleilighet med stor innglasset balkong! Nydelig utsikt | Parkering i garasjeanlegg,Krogsveen avd. Bergen Sentrum
"Eliasmarken 14, 5164 Laksevåg",2500000,43416,1132,2544548,5369,Leilighet,Andel,3,79 m²,79 m²,3,1969,G - rød,"Stor og flott 4-roms leilighet med vestvendt, overbygget balkong. Buss, butikk like ved.",Krogsveen avd. Bergen Vest
"Olsvikskjenet 157, 5184 Olsvik",3090000,121590,76092,3287682,3062,Leilighet,Eier (Selveier),2,69 m²,73 m²,4.0,1983,F - rød,Nydelige sol-utsiktsforhold. Heis og garasje. Nytt baderom!,Krogsveen avd. Bergen Vest
"Klasatjønnveien 50, 5172 Loddefjord",2100000,273000,1632,2374632,3943,Leilighet,Andel,1,47 m²,47 m²,4,1974,,Toppleilighet i et meget koselig borettslag. Vestvendt solrik balkong med nydelig utsikt. Garasjeplass m/ elbil-lader,Krogsveen avd. Bergen Vest
"Dag Hammarskjölds vei 171, 5144 Fyllingsdalen",2300000,662287,1632,2963919,4720,Leilighet,Andel,2,57 m²,72 m²,12,1972,F - rød,Sjelden mulighet! Meget flott 3-roms toppleilighet (12. etg). Nyt herlig utsikt og masse sol! Oasen som nærmeste nabo,Krogsveen avd. Bergen Vest
"Konnerudgata 34, 3045 Drammen",3980000,130962,104116,4215078,5328,Leilighet,Eier (Selveier),2,100 m²,100 m²,2,1920,G - rød,Sjarmerende og delikat 3-roms leilighet med en sentral beliggenhet - Høy takhøyde - 2 balkonger - Parkering,Krogsveen avd. Drammen
"Totlandsvegen 80D, 5226 Nesttun",4250000,107592,4357592,1465,10748,Leilighet,Eier (Selveier),3,75 m²,78 m²,4,2019,B - gul,Lekker og moderne eierleilighet fra 2019 | 4. Etg - 3 soverom - med heis & garasjeplass! | Solrik balkong med utsikt.,Krogsveen avd. Fana
"Gamle Kirkevei 3J, 1617 Fredrikstad",4000000,315950,101342,4417292,4204,Leilighet,Eier (Selveier),2,112 m²,116 m²,2.0,2003,D - oransje,Lekker endeleilighet over to plan med gode solforhold og sentral beliggenhet | 2 bad | Garasjeplass |,Krogsveen avd. Fredrikstad
"Dag Hammarskjölds vei 91, 5144 Fyllingsdalen",3290000,1632,3291632,3819,0,Leilighet,Andel,2,75 m²,75 m²,12.0,1970,F - rød,Strøken 3-roms toppleilighet m/ heis i bygg. Stor altan med herlig utsikt og solforhold. Ingen fellesgjeld/forkjøpsrett!,Krogsveen avd. Fyllingsdalen
"Grefsenkollveien 12E, 0490 Oslo",9500000,41290,239867,9781157,4417,Leilighet,Eier (Selveier),4,112 m²,113 m²,8,1973,E - rød,"Lekker 5-roms toppleilighet med fantastisk utsikt! Totaloppusset 2017, 4 sov, el-lader og prioritert barnehageplass.",Krogsveen avd. Grefsen
"Odvar Solbergs vei 8, 0970 Oslo",3200000,384000,8626,3592626,5555,Leilighet,Andel,3,81 m²,94 m²,5,1972,,Pen 4-roms med innglasset balkong og garasje. Bad + separat wc fra 2019 i regi av brl. Flott utsikt!,Krogsveen avd. Groruddalen
"Sverdrups gate 19, 0559 Oslo",4100000,333165,8882,4442047,3777,Leilighet,Andel,1,48 m²,48 m²,5,1981,E - rød,Stilren og attraktiv 2- roms med balkong på 10 kvm. Heis. Nytt bad i 2020. Vv. og internett inkl.,Krogsveen avd. Grünerløkka
"Svegutua 90, 2322 Ridabu",750000,380000,1132,1131132,5996,Leilighet,Andel,1,51 m²,64 m²,1.0,1989,D - rød,"Lys praktisk 2-roms leilighet med fin innglasset balkong. Heis. For pensjonister, trygdede eller personer over 60 år.",Krogsveen avd. Hamar
"Grønvoll allé 22, 0661 Oslo",4400000,112092,4512092,2291,0,Leilighet,Eier (Selveier),1,48 m²,48 m²,5,2018,B - mørkegrønn,Lekker 2-roms selveier fra 2018 med balkong på hele 9 kvm | Garasjeplass - Felles takterrasse - Kort vei til t-bane/buss,Krogsveen avd. Hasle
"St. Jørgens vei 41, 0662 Oslo",5090000,218000,9126,5317126,3205,Leilighet,Andel,2,65 m²,65 m²,4,1955,G - oransje,"Rålekker 3-roms endeleilighet med solrik balkong og fantastisk utsikt|Pusset opp i nyere tid - Peis - Kort vei til ""alt""",Krogsveen avd. Hasle
"Einars vei 4, 0575 Oslo",7000000,246822,9126,7255948,4555,Leilighet,Andel,2,90 m²,90 m²,3,1952,G - rød,Unik mulighet på Keyserløkka - 90 kvm over to plan - Gjennomgående planløsning - Rolig og sentralt - Balkong - Vedovn,Krogsveen avd. Hasle
"Smedstuvegen 5, 2030 Nannestad",3390000,62357,86092,3538449,4973,Leilighet,Eier (Selveier),2,71 m²,74 m²,4,2015,D - mørkegrønn,"Lys, moderne og nyere (2015) 3-R toppleilighet med overbygd balkong | Varmtvann og fyring inkl. | Garasje| Sentralt|",Krogsveen avd. Jessheim
"Dragen 5, 2165 Hvam",3100000,78842,3178842,1704,11847,Leilighet,Eier (Selveier),2,69 m²,71 m²,2.0,2018,C - rød,Lekker 3-roms eierleilighet med god planløsning og uinnredet loftsetasje. Veletablert og barnevennlig boområde.,Krogsveen avd. Jessheim
"Kolbotnveien 19B, 1410 Kolbotn",3250000,124000,85644,3459644,3439,Leilighet,Eier (Selveier),1,49 m²,49 m²,4.0,2006,D - mørkegrønn,"Flott 2-roms hjørne/endeleilighet fra 2006 med balkong, heis og garasjeplass i hjertet av Kolbotn.",Krogsveen avd. Kolbotn
"Henrik Wergelands gate 71B, 4614 Kristiansand S",1750000,45092,1795092,1723,8378,Leilighet,Eier (Selveier),1,54 m²,54 m²,1,1958,G - oransje,2 roms selveierleilighet | Høy første etasje | Balkong | Perfekt utleie/oppussingsobjekt,Krogsveen avd. Kristiansand
"Koboltveien 16, 4629 Kristiansand S",1690000,415634,1132,2106766,5592,Leilighet,Andel,3,101 m²,101 m²,3,1973,,Romslig og pen andelsleilighet med god planløsning. Heis. 3 soverom. Solrik balkong.,Krogsveen avd. Kristiansand
"Strandgata 38, 3263 Larvik",3550000,2789941,1132,6341073,7806,Leilighet,Andel,3,98 m²,101 m²,1,2014,C - rød,"Larvik - Marius Brygge II - Flott, nyere sydvestvendt leilighet i strandkanten !",Krogsveen avd. Larvik
"Middelthuns gate 11B, 0368 Oslo",3280000,131225,87112,3498337,3169,Leilighet,Eier (Selveier),0,48 m²,48 m²,2,1890,G - rød,"Bo på beste Majorstuen i en kul, stor og urban sokkelleilighet på 48 kvm - Godt førstegangsskjøp/utleiobjekt!",Krogsveen avd. Løren
"Kulturhusgata 5, 1473 Lørenskog",2600000,66342,2666342,1822,0,Leilighet,Eier (Selveier),0,27 m²,31 m²,4.0,2013,B - rød,"Hyggelig 1-roms i 4.etg, sentralt i Lørenskog sentrum. Varmtvann og fyring inkludert. Garasjeplass med adkomst via heis",Krogsveen avd. Lørenskog
"Schwensens gate 4, 0170 Oslo",6200000,189990,156342,6546332,4647,Leilighet,Eier (Selveier),2,74 m²,74 m²,1,1921,G - oransje,"Pen 3- roms i høy 1. etasje med 2 bad, peisovn & god takhøyde. Egen inngang. Hybelmulighet.",Krogsveen avd. Majorstuen
"Rektorhaugen 35, 0876 Oslo",5500000,329000,1132,5830132,4762,Leilighet,Andel,2,69 m²,69 m²,1,1960,F - mørkegrønn,"Gj. gående, hjørne- og endeleilighet med vestvendt balkong | Felles hage | Fyring & V.v inkl. i FK | Moderniseringsbehov",Krogsveen avd. Majorstuen
"Bjerregaards gate 19, 0172 Oslo",3350000,223000,8626,3581626,3571,Leilighet,Andel,0,31 m²,39 m²,4.0,1960,C - mørkegrønn,Lys og luftig leilighet sentralt på St. Hanshaugen | Innglasset balkong på 8 kvm | Nytt bad 2021 | Heis |Ingen dok. avg,Krogsveen avd. Majorstuen
"Stiftelsesgata 19, 4012 Stavanger",1995000,51217,2046217,1799,4948,Leilighet,Eier (Selveier),1,42 m²,42 m²,1.0,1878,,Moderne og fin leilighet med svært sentral beliggenhet. |Nyere bad |5 min til sentrum,Krogsveen avd. Mariero
"Balaklava 17A, 1513 Moss",2300000,170267,8625,2478892,4300,Leilighet,Andel,2,67 m²,67 m²,2,1961,,Gjennomgående 3-roms med utsikt og morgen-/formiddagssol på balkongen. Tilbaketrukkede og fredelige omgivelser.,Krogsveen avd. Moss
"Hjørnerødgata 6, 1608 Fredrikstad",1890000,48620,1938620,12607,0,Leilighet,Eier (Selveier),2,59 m²,61 m²,1,1875,G - rød,Lys og pen 3-roms selveierleilighet - Gangavstand til sentrum - Rolig område - Perfekt førstegangskjøp/utleieobjekt!,Krogsveen avd. Nedre Glomma
"Bergkrystallen 2, 1155 Oslo",3650000,316000,8626,3974626,3233,Leilighet,Andel,2,66 m²,67 m²,1,1957,F - rød,Attraktivt beliggende 3-roms endeleilighet i høy 1. etg. Solrik balkong. Stort bad.,Krogsveen avd. Nordstrand
"Oberst Rodes vei 31B, 1163 Oslo",5100000,178000,133292,5411292,3979,Leilighet,Eier (Selveier),2,72 m²,72 m²,1,1939,G - oransje,Pen leilighet i 4-mannsbolig med romslig sydvendt veranda og nyere kjøkken.,Krogsveen avd. Nordstrand
"Sannergata 15C, 0557 Oslo",3800000,1132,3801132,2211,0,Leilighet,Andel,1,35 m²,35 m²,2,1896,F - rød,"Flott 2-roms på ""Løkka"" med klassisk preg - Soverom mot bakgård - Lave felleskostnader - Ikke forkjøpsrett.",Krogsveen avd. Oppsal
"Enebakkveien 246, 1187 Oslo",5200000,131342,5331342,9191,0,Leilighet,Eier (Selveier),2,95 m²,138 m²,2,1963,F - oransje,Hyggelig enebolig med hage og stort potensiale - Oppussingsobjekt - Garasje - Abildsø skolekrets,Krogsveen avd. Oppsal
"Spikkestadveien 92B, 3440 Røyken",3850000,1682,3851682,4674,0,Leilighet,Andel,3,76 m²,76 m²,2.0,2007,D - rød,Lys og pen andelsleilighet i 2.etg med meget sentral beliggenhet - 3 soverom- Heis og garasjeplass - Balkong,Krogsveen avd. Røyken
"Grenseveien 11D, 0571 Oslo",4100000,237000,8626,4345626,4536,Leilighet,Andel,1,59 m²,59 m²,4,1936,F - mørkegrønn,"Gjennomgående 2(3)-roms toppleil. - Solrik balkong - Utsikt - Fyring, varmtvann inkl. - IN-ordning - Svært sentralt!",Krogsveen avd. Sagene
"Maridalsveien 192, 0469 Oslo",4890000,97737,8926,4996663,2447,Leilighet,Andel,1,66 m²,66 m²,4,1980,G - rød,"Moderne, lys, topp-endeleil. | Gjennomgående med store vindusflater | Solrik takterrasse | Bad fra 2019 | Garasjeleie",Krogsveen avd. Sagene
"Skolegata 3, 3210 Sandefjord",2990000,76092,3066092,2797,0,Leilighet,Eier (Selveier),2,65 m²,65 m²,2,2002,D - rød,Selveierleilighet midt i sentrum - Romslig balkong - Heis - Koselig bomiljø - Veletablert nabolag,Krogsveen avd. Sandefjord
"Snipeveien 3B, 4318 Sandnes",1890000,157960,9126,2057086,3162,Leilighet,Andel,1,61 m²,61 m²,1,1975,G - rød,Attraktiv 2-roms leilighet på bakkeplan med garasje og stor solrik inngjerdet hage mot sør-vest.,Krogsveen avd. Sandnes
"Storhaugveien 16, 4014 Stavanger",2840000,53787,72467,2966254,3217,Leilighet,Eier (Selveier),1,64 m²,142 m²,1,1982,G - rød,"Innholdsrik og spennende leilighet med en sentral beliggenhet på Storhaug. Solrik terrasse, parkering samt heis.",Krogsveen avd. Stavanger
