Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,sentrum,toppleilighet,By,Alder,simp_megler,Energimerking_encoded,Aksje,Andel,Selveier
"Kalbakkveien 5C, 0953 Oslo",3480000,139000,15554,3480000,3981.0,Andel,2,64.0,75.0,1,1955,E - lysegrønn,"Innflytningsklar 3 roms i høy 1. etasje. 9 kvm innglasset balkong. Fyring inkl. Kort vei til t-bane, buss og butikker.",missing_value,1,0,0,0,0,0,0,Oslo,66,missing_value,13.0,0,1,0
"Elveveien 10 B, 8009 Bodø",3700000,93670,0,3793670,1082.5,Selveier,3,88.0,93.0,3,1958,G - oransje,Innbydende og stilren 4-roms toppleilighet med beliggenhet i populære Rønvika!,missing_value,0,0,0,0,0,0,1,Bodø,63,missing_value,2.0,0,0,1
"Kristian Bakkens veg 15 A, 2316 Hamar",1850000,330000,15554,1850000,4524.0,Andel,1,55.0,71.0,3,1973,D - lysegrønn,"Lys og trivelig 2-roms i 3.etasje med sydvestvendt innglasset balkong, heis og garasje. A-konto fyring inkl.",missing_value,1,0,1,1,0,0,0,Hamar,48,missing_value,18.0,0,1,0
"Villaveien 20A, 1385 Asker",6750000,170092,0,6920092,708.7166666666667,Selveier,3,124.0,140.0,2,1966,D - mørkegrønn,"Rålekker rekkehusleil. på to plan fra 2017| God takhøyde | Vestvendt terrasse | Privat hage | 3 sov, 2 bad | 2 p-plasser",missing_value,0,0,0,0,0,0,0,Asker,55,missing_value,17.0,0,0,1
"Myrdalskogen 5, 5118 Ulset",2600000,551512,1632,2600000,6063.0,Andel,3,84.0,84.0,3,1972,E - rød,Lys og fin 4-roms leilighet med vestvendt beliggenhet. Nytt bad/vaskerom i 2021. Butikk og buss like ved.,missing_value,0,0,0,0,0,0,0,Ulset,49,missing_value,10.0,0,1,0
"Trondheimsveien 197C, 0570 Oslo",3600000,91342,0,3691342,380.5916666666667,Selveier,1,49.0,49.0,3,2003,D - rød,Selveid 2-roms hjørneleilighet i luftige 3. etg i Sinsen Panorama! Heis - Garasjeleie - Felles takterrasse- Utleie,missing_value,0,0,1,1,0,0,0,Oslo,18,missing_value,15.0,0,0,1
"Maren Stagrims vei 5C, 1930 Aurskog",2390000,496,61092,2390000,950.0,Selveier,2,67.0,70.0,2,2006,C - oransje,"Pen 3-roms selveierleilighet i andre etasje på veletablert boligfelt. Sydvestvendt balkong, garasje og parkeringsplass!",missing_value,1,0,1,0,1,0,0,Aurskog,15,missing_value,21.0,0,0,1
"Sandskjellvegen 19, 9104 Kvaløya",3990000,100920,0,4090920,1093.8333333333333,Selveier,2,63.0,69.0,1,2016,B - rød,"Lekker og attraktiv 3-roms fra 2016 med carport, terrasse og walk-in garderobe",missing_value,0,0,0,0,0,0,0,Kvaløya,5,missing_value,26.0,0,0,1
"Harald Sæveruds veg 82V, 5237 Rådal",3500000,100170,0,3600170,782.6666666666666,Selveier,2,73.0,78.0,2,2005,E - mørkegrønn,Råstølen - Flott 3-roms eierleilighet med solrik veranda og fast parkeringsplass. Like ved Bybanen.,missing_value,0,0,0,0,1,0,0,Rådal,16,missing_value,12.0,0,0,1
"Kongens gate 10, 3611 Kongsberg",2100000,53842,0,2153842,124.08333333333331,Selveier,1,52.0,54.0,5,1985,E - rød,"Kongsberg Sentrum - Koselig 2-roms leilighet i 5.etg. med balkong, heis og flott utsikt.",missing_value,1,1,0,1,0,1,0,Kongsberg,36,missing_value,10.0,0,0,1
"Prahms gate 33, 3613 Kongsberg",1800000,46342,0,1846342,426.4166666666667,Selveier,1,38.0,38.0,1,2006,E - rød,Raumyr - Lys og tiltalende 2-roms leilighet i 1.etg. med gangavstand til sentrum.,missing_value,0,0,0,0,0,1,0,Kongsberg,15,missing_value,10.0,0,0,1
"Lilleakerveien 27, 0283 Oslo",3280000,124000,86442,3280000,2786.0,Selveier,1,36.0,36.0,2,1976,F - rød,Supert førstegangskjøp/pendler/utleieleilighet | Flott og arealeffektiv 1-roms|Vestvendt solrik balkong |Alkove|Sentralt,missing_value,1,0,0,0,0,1,0,Oslo,45,missing_value,6.0,0,0,1
"Høiendal 7, 1617 Fredrikstad",2400000,210000,15554,2400000,5005.0,Andel,3,82.0,82.0,3,1965,F - lysegrønn,Romslig og innflytnings klar leilighet | veranda | 3 soverom | nærhet til idylliske Fredrikstad marka m.m. |,missing_value,0,0,0,0,0,0,0,Fredrikstad,56,missing_value,9.0,0,1,0
"Østerveien 51, 3. etasje, 4631 Kristiansand S",2830000,293981,7860,2830000,4650.0,Andel,2,68.0,78.0,3,1952,G - oransje,"Nyhet - Påmeldingsvisning 1/7: Lys og trivelig 4-roms andelsleilighet i toppetasje. Innglasset veranda, p-plass, utsikt",missing_value,0,1,0,0,0,0,0,S,69,missing_value,2.0,0,1,0
"Aslakveien 24B, 0753 Oslo",7980000,200842,0,8180842,836.8416666666667,Selveier,3,96.0,101.0,1,2020,B - mørkegrønn,"Røakollen - Ny gjennomgående 4 - roms. 2 bad, 3 soverom, romslig terrasse og balkong, pluss stor takterasse.",missing_value,1,0,0,0,0,0,0,Oslo,1,missing_value,28.0,0,0,1
"Stensgata 30, 0358 Oslo",7000000,8626,0,7008626,35.94166666666667,Andel,2,65.0,65.0,3,2002,D - rød,"Attraktiv og lys 3-roms med garasjeplass, heis, solrik balkong og rolig beliggenhet. Bygg fra 2002. Lave omkostninger.",missing_value,1,0,1,1,0,0,0,Oslo,19,missing_value,15.0,0,1,0
"Flaenveien 8C, 0953 Oslo",3350000,80000,15554,3350000,3992.0,Andel,1,58.0,58.0,3,1947,E - rød,Attraktiv 2-roms leil. i et populært borettslag - Kjøkken fra 2015 - Sentralt - Nær marka - Perfekt førstegangs kjøp!,missing_value,0,0,0,0,0,1,0,Oslo,74,missing_value,10.0,0,1,0
"Baggerstun 1, 3717 Skien",2290000,68620,0,2358620,501.75,Selveier,1,57.0,60.0,1,1991,F - rød,Pent oppusset selveierleilighet med solrik veranda. Heis og garasjeplass.,missing_value,0,0,1,1,0,0,0,Skien,30,missing_value,6.0,0,0,1
"Colletts gate 54, 0456 Oslo",2800000,39000,1132,2800000,1436.0,Andel,0,24.0,24.0,2,1920,D - rød,"Attraktiv, svært rolig studioleilighet i grønne omgivelser. 2,91 meter takhøyde og stort flott vindu. Lave felleskost.",missing_value,0,0,0,0,0,0,0,Oslo,101,missing_value,15.0,0,1,0
"Tollbugata 10B, 6002 Ålesund",2550000,75322,0,2625322,313.84166666666664,Selveier,2,59.0,65.0,3,1907,G - mørkegrønn,"Sentrum - Leilighet med fin standard, 2 soverom, heis og meget sentral beliggenhet.",missing_value,0,0,0,1,0,1,0,Ålesund,114,missing_value,3.0,0,0,1
"Staudevegen 14C, 2615 Lillehammer",2750000,1132,0,2751132,4.716666666666667,Andel,2,68.0,71.0,2,2005,C - oransje,"Lys og attraktiv leilighet med 2 soverom, solrik uteplass og nydelig utsikt. Egen p-plass. Gangavstand til sentrum.",missing_value,0,1,0,0,0,1,0,Lillehammer,16,missing_value,21.0,0,1,0
"Tante Ulrikkes vei 34A, 0984 Oslo",2850000,627144,1132,2850000,6161.0,Andel,2,73.0,73.0,2,1968,F - rød,"Romslig og pen 3-roms leilighet i 2. etg| Vestvendt balkong på ca. 8,5 kvm | Bad 2019 | Garasjeplass",missing_value,1,0,1,0,0,0,0,Oslo,53,missing_value,6.0,0,1,0
"Kystveien 22, 4841 Arendal",4100000,113870,0,4213870,1313.25,Selveier,2,76.0,76.0,2,2017,C - mørkegrønn,"Eksklusiv selveierleilighet med heis, garasjeplass og solrik utsiktsterrasse - Barbu Brygge",missing_value,0,1,1,1,0,0,0,Arendal,4,missing_value,22.0,0,0,1
"Solbakken 43C, 6429 Molde",1540000,176207,8062,1540000,4705.0,Andel,1,63.0,68.0,7,1971,E - rød,Romslig 3-roms leilighet - vestvendt balkong med kveldssol - parkering i felles garasjeanlegg - heis,missing_value,1,0,1,1,1,0,0,Molde,50,missing_value,10.0,0,1,0
"Kalbakkstubben 24, 0951 Oslo",2750000,98000,15554,2750000,2957.0,Andel,1,30.0,37.0,4,1956,F - lysegrønn,Etterspurt beliggenhet! 2 roms toppleilighet. 7 kvm balkong med fantastisk utsikt! Kort vei til t-bane/buss og butikker.,missing_value,1,1,0,0,0,0,1,Oslo,65,missing_value,9.0,0,1,0
"Myrvegen 62, 2052 Jessheim",3475000,65441,1132,3475000,4050.0,Andel,2,69.0,72.0,2,2008,D - rød,"Tiltalende og romslig 3-roms i 2. etasje med balkong, heis og garasjeplass | Felles trimrom og spa avd. | Sentrumsnært!",missing_value,1,0,1,1,0,1,0,Jessheim,13,missing_value,15.0,0,1,0
"Smiestubben 3, 4027 Stavanger",2100000,380635,8626,2100000,6530.0,Andel,2,63.0,66.0,2,2003,D - rød,Pen og oppusset 3- romsleilighet med god planløsning og sentral beliggenhet. Parkeringsplass i lukket anlegg og heis.,missing_value,0,0,0,1,1,0,0,Stavanger,18,missing_value,15.0,0,1,0
"Havreveien 9, 0680 Oslo",3300000,113000,15554,3300000,4005.0,Andel,2,58.0,58.0,2,1960,C - gul,3-roms hjørneleilighet med 11 kvm balkong. 2. etg med heis! Trenger oppussing med unntak av utvidet bad. Vv/fyr inkl.,missing_value,1,0,0,1,0,0,0,Oslo,61,missing_value,24.0,0,1,0
"Hagegata 1A, 0577 Oslo",3150000,26292,1132,3150000,2322.0,Andel,1,40.0,40.0,2,1903,G - rød,Oppussingsobjekt m/stor potensiale!|2-R m/god takhøyde & store vindusflater|Stukkatur & rosett|Lave F.K|Ingen forkjøp!,missing_value,0,0,0,0,0,0,0,Oslo,118,missing_value,1.0,0,1,0
"Michael Krohns gate 75, 5057 Bergen",2890000,73420,0,2963420,700.0,Selveier,1,38.0,42.0,6,2013,B - mørkegrønn,"Flott 2-roms i moderne bygg med privat balkong, felles takterrasse, og heis. 15 min gange til sentrum.",missing_value,1,0,0,1,0,1,0,Bergen,8,missing_value,28.0,0,0,1
"Siriskjeret 36, 4014 Stavanger",3690000,93592,0,3783592,447.0833333333333,Selveier,2,70.0,73.0,3,2013,C - mørkegrønn,Moderne 3-romsleilighet med sentral beliggenhet - 2 soverom - parkering i garasje - Nærhet til sjøen!,missing_value,0,0,1,0,1,0,0,Stavanger,8,missing_value,22.0,0,0,1
"Sandakerveien 10R, 0473 Oslo",3990000,369252,8032,3990000,5489.0,Andel,1,46.0,49.0,3,1936,F - mørkegrønn,Sjarmerende og solfylt 2-roms uten innsyn og idyllisk beliggenhet mot Akerselva - Moderne bad og kjøkken - Må sees!,missing_value,0,0,0,0,0,0,0,Oslo,85,missing_value,8.0,0,1,0
"Sognsveien 46, 0851 Oslo",12500000,42629,8032,12500000,4317.0,Andel,2,104.0,104.0,2,1920,G - oransje,"Lys og innbydende bolig over to plan og hems. Skjermet, frodig og solrik hageparsell. Felles balkong. To komplette bad.",missing_value,1,0,0,0,0,0,0,Oslo,101,missing_value,2.0,0,1,0
"Vistegata 12C, 4007 Stavanger",2137000,338225,15556,2137000,4681.0,Andel,1,54.0,54.0,1,1964,G - oransje,Kjekk leilighet med attraktiv beliggenhet. Sør-vestvendt terrasse med gode solforhold. God planløsning.,missing_value,0,0,0,0,0,0,0,Stavanger,57,missing_value,2.0,0,1,0
"Olavs gate 2, 2815 Gjøvik",2500000,396434,1132,2500000,5855.0,Andel,2,81.0,89.0,4,1967,F - rød,Romslig og innbydende andelsleilighet i 4.etg med livsløpsstandard|2 soverom|sentrumsbeliggenhet|balkong med Mjøsutsikt|,missing_value,1,1,0,0,0,1,0,Gjøvik,54,missing_value,6.0,0,1,0
"Disetsvingen 3, 2836 Biri",2390000,68772,0,2458772,452.6666666666667,Selveier,2,78.0,82.0,1,2018,B - oransje,Nyere selveierleilighet på bakkeplan. Lys og lettstelt leilighet med 2 soverom. Terrasse og carport.,missing_value,0,0,0,0,0,0,0,Biri,3,missing_value,27.0,0,0,1
"Myrvegen 62, 2052 Jessheim",4500000,65441,1132,4500000,4050.0,Andel,2,69.0,72.0,4,2008,D - rød,Stor (72 kvm) 3-roms i toppetasje med sol formiddag til kveld uten innsyn | Garasjeplass | Eksklusive fasiliteter,missing_value,0,0,1,0,0,0,0,Jessheim,13,missing_value,15.0,0,1,0
"Riihimækiveien 31, 2013 Skjetten",3450000,107362,8627,3450000,4986.0,Andel,3,96.0,109.0,3,1975,F - rød,Innholdsrik 4-roms leilighet - Stor innglasset balkong på 13 kvm - Garasjeplass - Nærhet til alt av servicetilbud.,missing_value,1,0,1,0,0,0,0,Skjetten,46,missing_value,6.0,0,1,0
"Bjørgvingata 34 B, 5531 Haugesund",1390000,389479,4957,1390000,3703.0,Andel,1,60.0,60.0,2,1987,E - rød,Sentralt - Lekker og tiltalende 2(3)-roms leilighet med stor solrik terrasse. Utvidet bad. Rolig beliggenhet.,missing_value,0,0,0,0,0,1,0,Haugesund,34,missing_value,10.0,0,1,0
"Arnegårdsbakken 7B, 3511 Hønefoss",2400000,241902,67362,2400000,4135.0,Selveier,2,74.0,76.0,2,1996,F - oransje,3-roms selveierleilighet over to plan med nydelig utsikt over byen. Parkeringsplass medfølger. TV/internett fra Altibox.,missing_value,0,1,0,0,1,0,0,Hønefoss,25,missing_value,7.0,0,0,1
"Iduns vei 1, 1463 Fjellhamar",3200000,123005,8626,3200000,3940.0,Andel,2,54.0,54.0,1,1956,G - mørkegrønn,Lys og moderne 3-roms leilighet m/ balkong. Sentral og attraktiv beliggenhet v/Fjellhamar Torg!,missing_value,1,0,0,0,0,0,0,Fjellhamar,65,missing_value,3.0,0,1,0
"Strømsø torg 5C, 3044 Drammen",750000,457396,1132,750000,7145.0,Andel,0,17.0,17.0,1,1861,G - mørkegrønn,Meget sentral 1-roms med hems i 1. etasje| Sentral beliggenhet perfekt for pendlere og studenter!,missing_value,0,0,0,0,0,0,0,Drammen,160,missing_value,3.0,0,1,0
"Haakon Tveters vei 76, 0686 Oslo",3850000,59000,9126,3850000,3498.0,Andel,2,64.0,64.0,4,1954,G - mørkegrønn,3-roms toppleil. m/vestvendt balkong - Vinduer 2019 - Kjøkken 2014 - Fyring inkl. - Nærhet til T-bane og buss.,missing_value,1,0,0,0,0,0,0,Oslo,67,missing_value,3.0,0,1,0
"Pilestredet Park 34, 0176 Oslo",4190000,106092,0,4296092,442.05,Selveier,1,37.0,37.0,3,1938,C - mørkegrønn,Flott 2-roms selveier med attraktiv beliggenhet i grønne omgivelser. Balkong. Heis. Garasje.,missing_value,1,0,1,1,0,0,0,Oslo,83,missing_value,22.0,0,0,1
"Damveien 18, 0587 Oslo",3900000,160973,8882,3900000,2808.0,Andel,1,42.0,42.0,2,1967,G - rød,Sjarmerende og flott beliggende 2-roms / stor og solrik balkong. Pent kjøkken 2014. Stor frodig felles hage. Parkering*,missing_value,1,0,0,0,1,0,0,Oslo,54,missing_value,1.0,0,1,0
"Birkelandsveien 1B, 1890 Rakkestad",1375000,107981,8032,1375000,4000.0,Andel,1,62.0,65.0,1,1975,F - rød,Praktisk andelsleilighet med alt på ett plan - Solrik terrasse - Sentralt - Utvidet bad fra 2012,missing_value,0,0,0,0,0,1,0,Rakkestad,46,missing_value,6.0,0,1,0
"Ringgata 5 D, 0577 Oslo",4370000,87411,19520,4370000,3530.0,Aksje,1,57.0,57.0,2,1955,D - gul,"Moderne, lys og stor 2-roms aksje med idyllisk beliggenhet. Balkong med herlig utsyn. Lave omkostninger. Må sees!",missing_value,1,0,0,0,0,0,0,Oslo,66,missing_value,19.0,1,0,0
"Lørenveien 63A, 0585 Oslo",4200000,116542,0,4316542,485.5916666666667,Selveier,1,39.0,41.0,7,2019,B - mørkegrønn,Moderne & flott 2-roms med en herlig balkong på 9 m² - Nybygg fra 2019 - Walk-in garderobe - Lave bokostnader - Heis,missing_value,1,0,0,1,0,0,0,Oslo,2,missing_value,28.0,0,0,1
"Kirkeveien 53, 0368 Oslo",4500000,214000,119192,4500000,3966.0,Selveier,1,41.0,41.0,3,1937,E - mørkegrønn,"Sentral, moderne & arealeffektiv 2R med separat kjøkken|Nordvestvendt balkong|Heis|Peis|Nyere bad & kjk.|Flytt rett inn!",missing_value,1,0,0,1,0,0,0,Oslo,84,missing_value,12.0,0,0,1
"Øvre Maihaugen 2D, 3741 Skien",1280000,15778,1132,1280000,4017.0,Andel,2,73.0,83.0,2,1973,E - rød,"Moderne og tidsriktig 3-roms med herlig utsyn over nærområdet - lun balkong, sentralt og barnevennlig. Nyere kjøkken.",missing_value,1,0,0,0,0,1,0,Skien,48,missing_value,10.0,0,1,0
"Hålogalandsgata 128, 8008 Bodø",2150000,842916,1132,2150000,8962.0,Andel,1,64.0,69.0,1,2005,E - rød,Pen 2-roms med utleiehybel | Gode leieinntekter | Stor terrasse | Fast parkering | Sentralt,missing_value,0,0,0,0,1,1,0,Bodø,16,missing_value,10.0,0,1,0
"Lønborglien 40, 5039 Bergen",2540000,72170,0,2612170,566.25,Selveier,1,45.0,45.0,5,2004,G - rød,Ytre Sandviken - Flott 2-roms leilighet med sjøutsikt og solrik altan. Heis. Garasje. Nærhet til NHH.,missing_value,0,1,1,1,0,0,0,Bergen,17,missing_value,1.0,0,0,1
"Mathiasbakken 4A, 3132 Husøysund",3450000,87592,0,3537592,364.9666666666667,Selveier,2,62.0,64.0,1,2005,E - rød,"Lys og hyggelig endeleilighet i 1. etg. med alt på en flate, 2 soverom, flott utsikt og garasjeplass.",missing_value,0,1,1,0,0,0,0,Husøysund,16,missing_value,10.0,0,0,1
"Rolf Hofmos gate 32, 0655 Oslo",6500000,164592,0,6664592,685.8000000000001,Selveier,2,65.0,65.0,8,2019,C - mørkegrønn,Strøken toppleilighet i 8.etg fra 2019|Sørvendt balkong med sjøutsikt|Garasjeplass med elbillader|VV/fyring inkl.,missing_value,1,1,1,0,0,0,1,Oslo,2,missing_value,22.0,0,0,1
"Kråvasslia 10A, 5134 Flaktveit",1990000,609500,8476,1990000,7138.0,Andel,2,74.0,74.0,1,1990,E - rød,Nydelig og oppgradert 3-roms rekkehusleilighet med stor uteplass og hage. Trappefri adkomst & p-plass.,missing_value,0,0,0,0,0,0,0,Flaktveit,31,missing_value,10.0,0,1,0
"Straumsfjellvegen 9A, 5353 Straume",3350000,92320,0,3442320,843.75,Selveier,1,64.0,67.0,3,2018,A - oransje,Nyere stor 2-roms selveier med fantastiske sol- og utsiktsforhold. Garasjeplass m/ el-billader. Trappefritt med heis.,missing_value,0,1,1,1,0,0,0,Straume,3,missing_value,31.0,0,0,1
"Åssiden 5B, 1860 Trøgstad",1180000,187927,5262,1180000,3939.0,Andel,1,50.0,50.0,1,1978,E - rød,VISNING! Skjønhaug - andelsleilighet i 1.etasje med garasje - vestvendt balkong på 15 kvm,missing_value,1,0,1,0,0,0,0,Trøgstad,43,missing_value,10.0,0,1,0
"Strandvegen 1B, 2005 Rælingen",7400000,3798,186412,7400000,3298.0,Selveier,3,89.0,93.0,4,2019,D - mørkegrønn,"Moderne, påkostet hjørneleilighet med god takhøyde i 4. etasje. To terrasser - Flott utsikt - Gangavstand til Lillestrøm",missing_value,0,1,0,0,0,0,0,Rælingen,2,missing_value,17.0,0,0,1
"Eliasmarken 2B, 5164 Laksevåg",2190000,2054802,5660,2190000,10150.0,Andel,2,85.0,89.0,4,2008,C - rød,Nygård - 5 min. fra sentrum. Lekker 3-roms med stor usjenert balkong. Fast p-plass i garasje. Heis i bygget. IN ordning.,missing_value,1,0,1,1,0,1,0,Laksevåg,13,missing_value,20.0,0,1,0
"Breigata 18, 0187 Oslo",2940000,1423164,5660,2940000,10793.0,Andel,2,53.0,53.0,3,2009,C - mørkegrønn,Pen og moderne 3-roms med balkong - Fjernvarme inkl. - IN-ordning - Vendt mot bakgård - Heis - Sentral beliggenhet,missing_value,1,0,0,1,0,0,0,Oslo,12,missing_value,22.0,0,1,0
"Strandgata 160, 6060 Hareid",3390000,96322,0,3486322,814.6666666666666,Selveier,3,109.0,129.0,2,2013,C - rød,Pen og praktisk leilighet med 2 verandaer og egen garasjeplass | Heis | Sentralt,missing_value,0,0,1,1,0,1,0,Hareid,8,missing_value,20.0,0,0,1
"Filerveien 9, 0684 Oslo",3900000,35000,15554,3900000,4037.0,Andel,2,64.0,74.0,2,1958,D - lysegrønn,"Pen 3-roms med god standard og stor solrik balkong. Kort vei til butikk, skole, marka og off.kommunikajson.",missing_value,1,0,0,0,0,0,0,Oslo,63,missing_value,18.0,0,1,0
"Fjellveien 43 B, 8011 Bodø",3570000,90420,0,3660420,376.75,Selveier,2,69.0,74.0,1,2003,D - rød,Romslig 3-roms selveierleilighet i horisontaldelt tomannsbolig med parkering i carport - Solrik fellesterrasse,missing_value,0,0,0,0,1,0,0,Bodø,18,missing_value,15.0,0,0,1
"Deppeldiket 34, 8050 Tverlandet",2510000,262335,960,2510000,4590.0,Andel,2,70.0,76.0,1,1984,F - oransje,Romslig og praktisk 3 - roms leilighet på Tverlandet i populært og familievennlig område!,missing_value,0,0,0,0,0,0,0,Tverlandet,37,missing_value,7.0,0,1,0
"Furulyvegen 7A, 2830 Raufoss",2150000,65292,0,2215292,1582.0,Selveier,2,65.0,68.0,1,2008,C - rød,"Lettstelt selveier leilighet med 2 sov, trappefri adkomst, garasjeplass og sentrumsnær beliggenhet!",missing_value,0,0,1,0,0,1,0,Raufoss,13,missing_value,20.0,0,0,1
"Øverbyvegen 4, 2834 Raufoss",3990000,108772,0,4098772,684.9166666666666,Selveier,2,99.0,102.0,1,2020,C - mørkegrønn,"Raufoss - NY PRIS! - Sentral 3-roms leil. fra 2020 m/ bla. 2 bad, åpen stue-/kjøkkenløsning, stor uteplass og p-kjeller",missing_value,0,0,0,0,0,0,0,Raufoss,1,missing_value,22.0,0,0,1
"Hornnesvegen 18A, 6809 Førde",2250000,156267,5232,2250000,4750.0,Andel,2,87.0,96.0,3,1976,F - oransje,"Ei romsleg 3/4- roms endeleilegheit med stor, overbygd veranda og parkering i garasje.",missing_value,0,0,1,0,1,0,0,Førde,45,missing_value,7.0,0,1,0
"Kokstadvegen 153, 5257 Kokstad",2700000,68842,0,2768842,286.84166666666664,Selveier,2,63.0,68.0,3,1989,F - rød,Flott treroms eierleilighet på Kokstad. Fast parkering - takterrasse.,missing_value,0,0,0,0,1,0,0,Kokstad,32,missing_value,6.0,0,0,1
"Løkkegata 4B, 1607 Fredrikstad",2600000,44000,15554,2600000,3927.0,Andel,1,58.0,58.0,3,1952,G - mørkegrønn,"Moderne og betydelig oppgradert leilighet i 3.etg | Vestvendt balkong | Gåavstand til Torvbyen, høgskole, gågate m.m",missing_value,1,0,0,0,0,0,0,Fredrikstad,69,missing_value,3.0,0,1,0
"Filerveien 2, 0684 Oslo",3990000,201371,8626,3990000,4022.0,Andel,2,65.0,75.0,2,1962,F - rød,Romslig 3-roms med god planløsning|Populært borettslag |Nytt bad 2021|Ingen gjenboere|Stor solrik balkong|Barnevennlig,missing_value,1,0,0,0,0,0,0,Oslo,59,missing_value,6.0,0,1,0
"Thor Olsens gate 8B, 0177 Oslo",4790000,86000,123242,4790000,3236.0,Selveier,1,54.0,54.0,5,1931,G - rød,Innbydende og lys 2(3)-roms loftsleilighet - 71m² gulvareal - God standard - Store rom - Populær beliggenhet,missing_value,0,0,0,0,0,0,0,Oslo,90,missing_value,1.0,0,0,1
"Brubakken 12, 2615 Lillehammer",3200000,81342,0,3281342,963.1666666666666,Selveier,2,61.0,61.0,4,1964,G - mørkegrønn,"3-roms leilighet i 4.etg. midt i sentrum. Solrik balkong, nydelig utsikt, sentralvarmeanlegg og heis.",missing_value,1,1,0,1,0,1,0,Lillehammer,57,missing_value,3.0,0,0,1
"Troldhaugvegen 56, 5232 Paradis",4840000,122342,0,4962342,814.1666666666666,Selveier,2,75.0,78.0,2,2016,D - mørkegrønn,Moderne og flott 3-roms endeleilighet fra 2016. Sørvestvendt balkong på 18 kvm. Garasjeplass og heis!,missing_value,1,0,1,1,0,0,0,Paradis,5,missing_value,17.0,0,0,1
"Fuglsetvegen 15, 6415 Molde",1550000,282134,40092,1550000,3275.0,Selveier,1,36.0,36.0,3,1967,G - rød,Moderne 2-roms sentrumsleilighet i tilbaketrukket gate. Pusset opp i 2005/2006. Egen hageterrasse og parkering.,missing_value,0,0,0,0,1,1,0,Molde,54,missing_value,1.0,0,0,1
"Tordenskjolds gate 5, 2821 Gjøvik",6000000,159022,0,6159022,1083.3333333333333,Selveier,3,124.0,130.0,2,2017,C - mørkegrønn,"Gjennomgående, lys og lekker leilighet - 3 soverom, 2 bad, balkong, terrasse - heis og garasje - felles takterrasse",missing_value,1,0,1,1,0,0,0,Gjøvik,4,missing_value,22.0,0,0,1
"Askeladdvegen 19 D, 7056 Ranheim",4050000,109492,0,4159492,1483.6666666666667,Selveier,3,87.0,87.0,2,1995,E - oransje,"Romslig leilighet i 4-mannsbolig i 2. etg - Rolig og familievennlig - Kjøkken, bad og el-anlegg fra 2014",missing_value,0,0,0,0,0,0,0,Ranheim,26,missing_value,11.0,0,0,1
"Smalgangen 25, 0188 Oslo",3900000,98842,0,3998842,411.8416666666667,Selveier,1,56.0,56.0,3,1990,D - lysegrønn,Romslig og lys 2-R Selveierleilighet | Sentralt |Balkong | Inkl. Fjernvarme/varmtvann og strøm (a-konto) | *Garasjeleie,missing_value,1,0,1,0,0,1,0,Oslo,31,missing_value,18.0,0,0,1
"Soliehagen 29, 1533 Moss",3800000,96342,0,3896342,401.425,Selveier,2,89.0,94.0,1,2017,C - rød,Flott 3-roms leilighet sentralt i Moss| Romslig terrasse på ca 56 kvm med gode solforhold| Steinkast unna Vansjø|garasje,missing_value,0,0,1,0,0,1,0,Moss,4,missing_value,20.0,0,0,1
"Jørgen Løvlands gate 1B, 0568 Oslo",5450000,137592,0,5587592,573.3000000000001,Selveier,2,62.0,62.0,3,2012,D - mørkegrønn,"Lekker 3-roms selveier hjørneleilighet - Stor balkong - Heis - Fjernvarme, kabel TV/internett ink - Sentral beliggenhet",missing_value,1,0,0,1,0,0,0,Oslo,9,missing_value,17.0,0,0,1
"Vetlandsveien 97C, 0685 Oslo",3400000,255219,8626,3400000,3776.0,Andel,1,51.0,51.0,4,1954,E - lysegrønn,"Stor og pen 2-roms toppleilighet med solrik sydvestvendt balkong, og flott utsikt. Bad fra 2019. Flott beliggenhet!",missing_value,1,1,0,0,0,0,1,Oslo,67,missing_value,13.0,0,1,0
"Laberget 48B, 4020 Stavanger",1350000,2002130,1132,1350000,12124.0,Andel,2,71.0,71.0,3,2008,D - rød,Innflytningsklar 3- roms leilighet i 3. etasje -Balkong med gode solforhold -Parkering i anlegg -Hinna Pluss -IN-ordning,missing_value,1,0,0,0,1,0,0,Stavanger,13,missing_value,15.0,0,1,0
"Segelckes vei 7, 2010 Strømmen",2500000,491141,8557,2500000,6463.0,Andel,1,40.0,43.0,2,2006,D - rød,Innbydende 2-roms med vestvendt balkong og garasjeplass i lukket garasjeanlegg. IN-ordning. Nærhet til Strømmen sentrum.,missing_value,1,0,1,0,0,1,0,Strømmen,15,missing_value,15.0,0,1,0
"Margrethes Fryd 23B, 6514 Kristiansund N",1590000,8136,8457,1590000,4704.0,Andel,2,61.0,62.0,3,1972,E - rød,PÅMELDINGSVISNING 22.JUNI - Moderne og pent oppusset 3-roms med sjøutsikt og gode parkeringsmuligheter!,missing_value,0,1,0,0,1,0,0,N,49,missing_value,10.0,0,1,0
"Hatlehaugen 1C, 6812 Førde",1950000,26107,5232,1950000,4494.0,Andel,2,64.0,66.0,2,1992,D - oransje,"Lys og fin 3-roms leilegheit med god plassering! Carport, overbygd veranda, gode solforhold - verdt å sjå.",missing_value,0,0,0,0,0,0,0,Førde,29,missing_value,16.0,0,1,0
