Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Fasiliteter,Beskrivelse,Eiendomsmegler
"Toftes gate 61A, 0552 Oslo",4 800 000 kr,18 202 kr,122 042 kr,4 940 244 kr,4 940 244 kr,Leilighet,Eier (Selveier),1,58 m²,58 m²,3,1991,E - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b938216d-74e1-44e1-91e7-c38a531dcb34"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""343ce55f-41b6-4f75-be94-e49e6d052362"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""fe1a3b4e-8d2d-4445-b8e0-9db269d0c671"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""5bc5832e-f21a-426b-ac7a-e51f84451d95"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0af39dd1-bbb9-4f6f-8ffd-e852ac13c4e7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""fa89ea02-e030-4248-a160-18b29ee6a737"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""26611b5a-7b06-4baf-b1aa-f3fc211fb5af"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""3d7c07f8-b3b0-4fb3-832f-9100e02ef829"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b1314195-962b-487d-aa2d-6a7b3526e9fd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""5f279df9-6966-4810-b414-367f8469bbef"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""95f70e98-75a6-4ae7-bcde-76109a43d08e"")>]","Lys, hyggelig 2-roms selveier med sentral beligg | Vestvendt balkong og soverom mot bakgård |Park som nærmeste nabo",Krogsveen avd. Sagene
"Ole Messelts vei 3, 0676 Oslo",4 300 000 kr,120 297 kr,4 420 297 kr,2 786 kr,2 786 kr,Leilighet,Eier (Selveier),2,59 m²,60 m²,3,2018,C - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""e35d248e-a444-4f14-a9e2-63047fc653aa"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""50ea2c72-8e45-4484-bfb0-747218689fee"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""77c4329a-4f9a-4c5f-abe0-48f8bf305dae"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b05dee2d-8574-4b41-9a0e-36555f977315"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b4345037-d31d-4ca7-a2da-9566c74a234a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b8cf26cd-fd4a-4971-a9f1-3b46d73ef3dc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""94904680-1969-4866-b42d-4ba8676a35a2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""490f8115-62b3-446d-af83-9e1b191b4989"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""2f368c6f-9a53-4ea1-b4d9-c3a4969d0610"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""bc5255e8-3430-496c-97a9-b98a448afff0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""68dd6462-a0cf-4a0d-a52f-844c71ce3f02"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""dba5e40c-e1ef-4f05-a1cb-9326e630b078"")>]","Rålekker og stilren 3-roms hjørneleilighet - ""ny"" 2018 med solrik sydv.vendt balkong på 7 m² - Garasjeplass - Heis",Aktiv Østensjø/Lambertseter
"Ensjøveien 29B, 0661 Oslo",3 800 000 kr,184 492 kr,12 620 kr,3 997 112 kr,3 997 112 kr,Leilighet,Aksje,1,46 m²,46 m²,4,1946,F - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""709e2553-d319-467a-81b8-205230debc9a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""08f1d73a-6806-4930-9ffb-0907e56bbe0f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""afd3f1e9-0961-4f23-9d46-4369ea3dfcc4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8cf21f0c-6964-4e9c-ba8d-7312ddccb79c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8d193baa-fdb7-493e-97dd-b4a4ca90bed4"")>]",Pen og lys leilighet i 4. etg | Nydelig balkong | Oppvarming inkl. | Kjøkken fra 2017 | Flott beliggenhet,EiendomsMegler 1 Torshov
"Inkognito Terrasse 3, 0256 Oslo",12 900 000 kr,323 842 kr,13 223 842 kr,4 700 kr,4 700 kr,Leilighet,Eier (Selveier),4,148 m²,150 m²,4,1892,G - oransje,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""66c505be-dde2-4ecc-9693-72388a4d5bad"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""afe95b6a-df77-4e8e-ab1e-3ab12fe00d47"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""63e3f09b-3f1a-4aeb-939a-c8372d3dc6fc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""128990a5-6bcd-4be6-a8b3-bee5f0d5b85f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""56adb6f5-376c-4f6f-aacf-3b4e433c7d94"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""eb7f1416-b89c-45a7-bd40-eff0986ac3a0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""d7ded55e-d827-45e1-8a2b-5b94f012952e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0ee8d9e2-b8dc-4ce9-acb6-d0c1f31bc376"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""6609cfd2-2490-42f0-82ac-978acd131edf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8021ee9f-5916-4227-af2d-84d43cefb8a5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""083e1153-6bb4-4fc9-9532-55a24ab153c2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""2343c23d-a2c7-4c52-ba36-fd894bfb3d9c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""e9a86a01-5a5f-4b60-9148-9345ad91e6a2"")>]",Unik 5-roms toppleilighet med svært attraktiv beliggenhet og nærhet til alt | 2 takterrasser | 2 delikate bad | Peis,Krogsveen avd. Røa
"Torggata 27, 0183 Oslo",6 500 000 kr,172 142 kr,6 672 142 kr,2 784 kr,2 784 kr,Leilighet,Eier (Selveier),5,84 m²,84 m²,4,1880,-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""de5d792e-9d8e-4a04-ac38-7da978647278"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""c70c2f5e-9ca9-42b8-967c-11c0e0df662b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0be72795-e46b-492a-b95b-7ce1b8c7f494"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""be2bbb17-f28d-49bc-b062-5e8161fb77ae"")>]",Lekker og tiltalende 5(6)-roms hjørneleilighet i 4. etasje. Svært gode utleiemuligheter med hele 5 soverom!,Nordvik Majorstuen
"Folke Bernadottes vei 4, 0862 Oslo",9 750 000 kr,459 kr,245 092 kr,9 995 551 kr,9 995 551 kr,Leilighet,Eier (Selveier),3,91 m²,91 m²,2,2019,B - gul,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""e52ba0bf-ad3d-4a38-beab-835eb8919a7a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""238f7a9e-7eca-4b9b-b03b-4e64334be631"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""ea1f17c6-bafe-4595-b048-44b4d209fd53"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""19019b97-ad64-491a-89d6-17aae4c4d444"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""61789058-36d9-4299-852d-6e04de8fd8da"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""26aa9a95-dfd6-4b5c-9cfb-88b7b4cbeceb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""ae554d36-39a5-4d2f-acc8-81dfb1d6ff80"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""569f611e-6f01-43af-8bef-ae520e804ae5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""ac569f79-cb37-490c-8ad9-b9b885b64424"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0725c884-0e5c-427f-a8f4-7f9a81697a1a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""a79ff593-daa8-4eba-b815-aff533bee82c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8101f31f-b23b-41da-8541-f9b09d26179a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""e3b25416-862d-4a6e-bd48-b55299753c4e"")>]","Innholdsrik og arealeffektiv 4-roms selveier i 2.etg i nybygg (2019) v/markagrensen. Heis, garasje og 20 kvm terrasse !",-1
"Blindernveien 4, 0361 Oslo",5 700 000 kr,127 000 kr,143 312 kr,5 970 312 kr,5 970 312 kr,Leilighet,Eier (Selveier),2,66 m²,66 m²,10,1959,F - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""1a397cec-69c0-4d55-aca3-133cfe7afbda"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""bcb37f58-806c-43a7-8e59-7403eabe3f87"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""78eb6b46-a292-44ec-9d9c-a99e7a2340e9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""280da24f-afa6-4096-a37d-a26e57a7ba5f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""f2874f61-a22a-460a-ba19-7168fabfe1f1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""151554f9-990f-47ce-a174-48071055c675"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0864b93b-7b9d-460d-863e-d65f6e83c7c8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""dba03759-345e-49d5-a42d-b3d97ef1edbf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8570016c-7c95-4bc3-90d6-3189f3620a69"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""7b7f8a34-de83-4bea-8e90-30778b607ca3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""a5c8e59a-0edd-424f-8857-ff2a5d3377bd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""50048d2d-4711-4cf4-850c-5bf6aa173e05"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""bdeeb9cc-d6ea-4970-ab50-d657f1efb11e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""07e34bec-3e80-496f-ba3d-83e903a0a172"")>]","Romslig og lys 3-roms hjørneleil. m/solrik balkong og formidabel utsikt! 10.etg. Heis. P-plasser. ""Alt"" inkl. Oppussing.",Krogsveen avd. Majorstuen
"Ullernchausséen 46A, 0379 Oslo",1 995 000 kr,48 000 kr,8 626 kr,2 051 626 kr,2 051 626 kr,Leilighet,Andel,0,17 m²,17 m²,1,1957,D - lysegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""97437072-386a-44a4-a5d5-15c978f5d4a3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""368c97a7-8b68-4065-8e27-e5bfe848b87d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""a89cf321-f041-4aa1-9782-f06b65f40aaf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""e5a75125-161a-42ae-9e7a-793205e32432"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""6b481b80-be4f-4d2c-9887-44865e819734"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""bfe0af41-28ab-4de1-b35f-69d9138c5989"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""d4b40da1-6a7e-41ec-a92a-57e432dc1e34"")>]",Perfekt førstegangsbolig på Smestad - innholdsrik studioleilighet med V.vann & fyring inkl. Parkeringsmulighet,-1
"Oskar Braatens gate 2, 0474 Oslo",4 550 000 kr,424 255 kr,8 010 kr,4 982 265 kr,4 982 265 kr,Leilighet,Andel,2,69 m²,69 m²,2002,D - rød,-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""a9ef98e5-e917-4bba-9185-c4fd0569cf0c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""6ed742e8-0e4c-46f6-8bff-ff36c3aae951"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""dad8dd82-13e4-4ef3-ae9f-8ca8ca1c38e3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""3953c0de-f125-44db-9efd-8f60344cc8ef"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""af9e8aaa-4e37-4bca-8cb7-26953527dca6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""a77d1307-63c0-425b-a8e5-ae7dc6bdbb5e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""28724345-0015-4bca-b203-7293d45714de"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""52f6bb18-e7b9-4b3b-a9c5-7637a40c6b6f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""1c49fda6-8dcd-4034-a07e-901e8aed06da"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""6bac5780-5b23-4ff7-8d9e-9b7ab788a278"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""65dd62ea-d35e-4e42-986f-2669c231a235"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""3b1e165f-9955-403d-9f70-146f90ea3628"")>]",Innbydende 3(4)-roms leilighet - *Garasjeleie - IN-ordning - Begge soverom vendt mot bilfritt gårdsrom.,EIE eiendomsmegling Wekre og Partnere
"Bertrand Narvesens vei 9, 0661 Oslo",3 750 000 kr,61 000 kr,95 092 kr,3 906 092 kr,3 906 092 kr,Leilighet,Eier (Selveier),1,42 m²,42 m²,3,2008,D - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""718473f6-3e1e-416f-bd1d-5952233b9df3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b60cd49d-0eb8-4698-8c1f-221df5700b00"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""84a2256e-0f69-47d8-8f5d-3123d58b07ae"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""2d3f6eef-faff-459d-9f4b-563d87ed1095"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""27322ce1-979b-4e39-8a6b-c4b8ca957a30"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""f233282f-1a02-468b-a968-dfbb0b9a03da"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b084db7d-a58f-47dc-99c8-82d83786fc61"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""04573c20-7f41-45ac-b5cd-4ee749a9c6a9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""968e130b-8898-4e76-be3f-6ef9de31e275"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""77345b57-53a0-45c4-82eb-6137ffbc094a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""7182d9de-5e8c-4f0d-a5a2-bd4a98280e70"")>]",Lys og pen 2- roms selveier| Garasjeplass med El-bil lader| Fransk balkong | Heis til etasjeplan | Kort vei til T-bane!,-1
"Hoff Terrasse 2, 0275 Oslo",7 500 000 kr,56 083 kr,197 920 kr,7 754 003 kr,7 754 003 kr,Leilighet,Eier (Selveier),3,100 m²,100 m²,4,1952,G - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""32b6dafa-e8fd-46b1-bd82-ff0fd95e50a5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""3ab44144-f3ce-4dcb-8524-cde83b71cf8d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""cb78a456-cf10-40f2-9878-93571e46f264"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""31731455-31b3-4373-b005-f157375e9f60"")>]",Skøyen/Hoff | 4 (5) -roms toppleilighet med sørvestvendt balkong | Garasje | Tilbaketrukket bel | Fyring & V.v. inkl,EIE eiendomsmegling Fagerborg
"Raukveien 1, 0680 Oslo",3 800 000 kr,110 000 kr,15 504 kr,3 925 504 kr,3 925 504 kr,Leilighet,Andel,2,56 m²,58 m²,10,1960,C - gul,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""102653aa-709d-4a66-9c6b-12b9736adc70"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""6e74a5e0-659c-405c-9f53-4ca59a01b1fd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""09a219cd-d7f7-4a37-859d-641ea77d81b2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8c5945c3-49f8-4b9c-adf5-c1a11ec4f102"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""622e64ba-d710-46d6-a45b-34191423265a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""4bf42f3c-3117-41de-9bde-86df397eaca8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""10e8858e-952a-46bb-87ee-0f822adf44c6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""27293934-1e24-49a6-b7b0-695c25f50cf3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""355fb921-a2f8-4ac3-831d-6205cb4ac5a5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""214de74b-8570-4945-a392-67900ddfb315"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0dcb0f0a-a4c8-4347-a6f6-6ae546f495c5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""53037cee-3dee-442c-b809-494c80cbb8eb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""ac394521-2b1e-420d-881e-4a4dfc783256"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""89f7b867-8581-46fb-bd0c-a23edd9844c7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""e0856ffe-9f77-43d8-b414-04b4af2c310b"")>]","Lys & lekker 3-roms | Gode solforhold & utsikt | Sydvendt, usjenert balkong | Heis | Parkering | Varmtvann & fyring inkl","EIE eiendomsmegling Røa, Skøyen og Ullern"
"Arnebråtveien 34B, 0771 Oslo",14 900 000 kr,-1,-1,-1,-1,184 m²,3,Tomannsbolig,Eier (Selveier),-1,-1,-1,-1,-1,Holmen/Gressbanen - 4 prosjekterte halvpart tomannsboliger. Garasje - separat inngang i kjeller - Gode solforhold - vaskerom - god planløsning - ferdigstillelse 4 kv. 2022.,Nordvik Bygdøy Allé
"Tuengen Allé 1 A-C, 0374 Oslo",9 900 000 kr,-1,-1,-1,-1,61 - 187 m²,2 - 4,Leilighet,Eier (Selveier),-1,-1,-1,-1,-1,"Vinderen - Nye, innflyttingsklare og eksklusive leiligheter. Store, solrike utearealer. Garasje og heis. Niels Torp Ark.",Sem & Johnsen
"Rugveien 71, 0679 Oslo",3 800 000 kr,184 000 kr,8 656 kr,3 992 656 kr,3 992 656 kr,Leilighet,Andel,2,69 m²,69 m²,1,1961,G - oransje,"[<selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b800bbcc-4d34-4840-b359-f7d0abc07561"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""3830fb5c-fa53-49e1-8090-017a53bcbc05"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""16955569-0bd0-41f4-b13f-a77eeec595ba"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""fc5dad44-2741-4186-9813-8a03e92afdf8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0fa6b8dc-d5e9-469f-b913-f025a3ee6492"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""b403eed6-f61b-4d01-8a60-2c0fd2055673"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""8c887ca5-5bc5-48b3-87d0-ab8e40676a36"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""18d217ac-831e-4c25-a20e-650cf02106d9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""85e163a2-af7b-4799-9fd4-5120461b02de"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""49afddf5-3c24-4a26-8055-f59e0133305b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""c074b8aa-8f78-4222-9277-0d95d06f64d2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0e905c32-5507-43d0-b877-2e0227601cc5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""0adabfc2-41f7-4e9c-b366-b45bdabb6de2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""dc61265c-3ae9-4750-965c-cfaa4e3e200d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""9ce22814a60a77b5a798b47325bef63f"", element=""d362cc7a-3e12-4565-b713-4866969e13f6"")>]",Gjennomgående 3(4)-roms m/balkong og vedovn - Nyere bad - Behov for noe oppussing - TV/Internett inkl. - God beliggenhet,Notar Oslo
