Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,hage,sentrum,toppleilighet,Alder,Energimerking_encoded,Aksje,Andel,Selveier
"Skullerudveien 8, 1188 Oslo",3040000.0,108301.0,77342.0,3225643.0,3225643.0,Leilighet,Selveier,1,46.0,46,2,1955,F - oransje,En lys og gjennomgående 2(3)-roms med sydvestvendt balkong og peisovn|Stor hage|Kjøkken fra 2014|Muligheter for tilbygg!,Ukjent,1,0,0,0,0,1,0,0,66,7.0,0,0,1
"Nordåssløyfa 2, 1251 Oslo",4290000.0,154510.0,8626.0,4453136.0,4453136.0,Leilighet,Andel,3,96.0,98,4,1983,F - lysegrønn,"NY PRIS! Topp- & endeleilighet (4-roms) m fantastisk fjordutsikt, 2 balkonger, oppgradert 2021",Ukjent,1,1,0,0,0,0,0,0,38,9.0,0,1,0
"Ensjøveien 29c, 0661 Oslo",3900000.0,215648.0,17394.0,4133042.0,4133042.0,Leilighet,Aksje,1,55.0,55,2,1946,G - mørkegrønn,Lys og svært tiltalende 2-roms endeleilighet med 15 kvm solrik balkong - Vv og fyring inkl. - Parkering - Sentralt,PrivatMegleren,1,0,0,0,1,0,1,0,75,3.0,1,0,0
"Jonas Dahls vei 41, 0283 Oslo",5100000.0,87866.0,8582.0,5196448.0,5196448.0,Leilighet,Andel,2,63.0,63,2,1975,E - rød,Gjennomgående & moderne 3-roms i 2 etg.|Modernisert i 2021|IN-avtale|Vestvendt & solrik balkong | Ingen dok. avg |VV ink,Ukjent,1,0,0,0,0,0,0,0,46,10.0,0,1,0
"Sloreåsen 8, 1257 Oslo",5300000.0,104126.0,15554.0,5419680.0,5419680.0,Leilighet,Andel,2,105.0,105,2,1980,E - lysegrønn,Flott og påkostet 3(4)-roms | vestvendt terrasse med fantastisk fjordutsikt | svært god standard | garasje,PrivatMegleren,0,1,1,0,0,0,0,0,41,13.0,0,1,0
"Skøyen terrasse 37, 0276 Oslo",6500000.0,251239.0,180290.0,6931529.0,6931529.0,Leilighet,Selveier,1,94.0,94,1,1982,E - mørkegrønn,"Skøyen - Innbydende og romslig 2,5 roms med stor og solrik terrasse - Trappefri adkomst - Peis - Heis - Garasjeplass",EIE eiendomsmegling,0,0,1,1,0,0,0,0,39,12.0,0,0,1
"Kristoffer Robins vei 74, 0978 Oslo",3250000.0,219000.0,8658.0,3477658.0,3477658.0,Leilighet,Andel,3,85.0,85,2,1969,G - mørkegrønn,Flott og romslig 4-roms endeleilighet |Balkong 8m2 m/ gode solforhold | Parkeringsplass | Barnevennlig |VV & fyring ink.,Eiendomsmegler 1,1,0,0,0,1,0,0,0,52,3.0,0,1,0
"Lilloe-Olsens vei 15A, 0489 Oslo",12990000.0,0.0,353170.0,13343170.0,3208.42,Tomannsbolig,Selveier,3,171.0,172,1,1950,G - oransje,Oppusset og moderne halvpart 2-mannsbolig m/Godkjent hybel I Hage I Sydvestvendt terrasse I Biloppstillingsplasser,PrivatMegleren,0,0,0,0,0,1,0,0,71,2.0,0,0,1
"Lørenveien 44C, 0585 Oslo",6500000.0,366.0,1132.0,6501498.0,6501498.0,Leilighet,Andel,2,84.0,88,5,2008,D - mørkegrønn,"Delikat 3-roms PLUSS endeleilighet med solrik balkong, heis og garasjeplass med elbil-lader. Trappefri adkomst.",Krogsveen,1,0,1,1,0,0,0,0,13,17.0,0,1,0
"Tore Hunds vei 4, 0576 Oslo",8800000.0,44127.0,15526.0,8859653.0,8859653.0,Leilighet,Andel,2,76.0,76,2,1919,G - oransje,"Lille Tøyen Hageby - Lys, lekker townhouseleilighet over to plan. Gjennomført m/høy standard, flotte detaljer. Pen hage.",Aktiv,0,0,0,0,0,1,0,0,102,2.0,0,1,0
"Etterstadsletta 4L, 0660 Oslo",3000000.0,179000.0,8656.0,3187656.0,3187656.0,Leilighet,Andel,0,38.0,38,3,1931,E - rød,Koselig og arealeffektiv 1-roms i 3. etg. med separat kjøkken og bad fra 2015. Nydelig utsyn og vakker indregård. Kamin,Notar,0,0,0,0,0,0,0,0,90,10.0,0,1,0
"Nedre Prinsdals vei 59P, 1263 Oslo",2750000.0,147000.0,8060.0,2905060.0,2905060.0,Leilighet,Andel,2,65.0,65,2,1986,G - rød,Prinsdal- Pen seniorbolig (55+) med solrik balkong i stille og rolige omgivelser. Heis.,Ukjent,1,0,0,1,0,0,0,0,35,1.0,0,1,0
"Langes gate 6, 0165 Oslo",2850000.0,744572.0,1159.0,3595731.0,3595731.0,Leilighet,Andel,1,37.0,37,2,1889,G - rød,Lys & tiltalende 2-roms hjørneleilighet i klassisk bygård I God takhøyde I IN-ordning I Ingen forkjøpsrett I Sentralt!,Schala & Partners,0,0,0,0,0,0,1,0,132,1.0,0,1,0
"Fernanda Nissens gate 6A, 0484 Oslo",6650000.0,0.0,189042.0,6839042.0,2847.0,Leilighet,Selveier,2,67.0,67,7,2015,B - mørkegrønn,Visning avlyst - Boligen er solgt,Sem & Johnsen,0,0,0,0,0,0,0,0,6,27.0,0,0,1
"Munkedamsveien 61, 0270 Oslo",8000000.0,60902.0,208032.0,8268934.0,8268934.0,Leilighet,Selveier,2,91.0,101,2,1884,F - gul,Gjennomgående og stilren 3 - romsleilighet - Kjøkken fra 2021 - Sentral beliggenhet - 2.etasje - God takhøyde,Nordvik,0,0,0,0,0,0,0,0,137,10.0,0,0,1
"VETLANDSVEIEN 66, 0685 Oslo",4450000.0,139000.0,15554.0,4604554.0,4604554.0,Leilighet,Andel,3,72.0,72,6,1960,E - rød,"Lys og lekker 4-roms hjørneleilighet | Solrik, sydvendt balkong med flott utsikt | 3 gode soverom | Heis | Barnevennlig",PrivatMegleren,1,1,0,1,0,0,0,0,61,10.0,0,1,0
"Hekkveien 1, 0571 Oslo",4800000.0,442228.0,12620.0,5254848.0,5254848.0,Leilighet,Aksje,2,75.0,75,2,1955,G - mørkegrønn,"Romslig 3-roms hjørneleilighet med sentral, tilbaketrukket beliggenhet. Hyggelig balkong. Mulighet for rask overtakelse.",Krogsveen,1,0,0,0,0,0,0,0,66,3.0,1,0,0
"Sørkedalsveien 283C, 0754 Oslo",12950000.0,0.0,341092.0,13291092.0,1856.58,Enebolig,Selveier,5,227.0,247,3,1981,E - gul,Attraktiv enebolig i familieidylliske omgivelser m/ solrik tomt -Garasje -Tilbaketrukket og barnevennlig -Rett ved marka,Nordvik,0,0,1,0,0,0,0,0,40,14.0,0,0,1
"Sandakerveien 16A, 0473 Oslo",5000000.0,490000.0,1132.0,5491132.0,5491132.0,Leilighet,Andel,2,51.0,51,4,2020,C - mørkegrønn,"Strøken 3-roms i 4. etg fra 2020 med høy standard | Solrik, sørvestvendt balkong | Heis | Takterrasse m. panoramautsikt",Ukjent,1,1,0,1,0,0,0,0,1,22.0,0,1,0
"Trudvangveien 39, 0363 Oslo",4650000.0,149197.0,5115.0,4804312.0,4804312.0,Leilighet,Aksje,1,48.0,50,1,1914,G - oransje,Sjarmerende og gj.gående 2-roms med god planløsning|Oppgradert bad 2021|Ildsted|Vinduer 2015/16|Store vindusflater,Ukjent,0,0,0,0,0,0,0,0,107,2.0,1,0,0
"Kingos gate 15, 0171 Oslo",7290000.0,6281.0,192042.0,7488323.0,7488323.0,Leilighet,Selveier,2,73.0,73,6,2005,D - mørkegrønn,Lekker 3-roms hjørneleilighet i 6. etg. med heisadkomst - Solrik balkong med fin utsikt - Garasjeplass!,Nordvik,1,1,1,1,0,0,0,0,16,17.0,0,0,1
"Kringveien 9C, 1084 Oslo",11500000.0,0.0,288874.0,11788874.0,2495.17,Tomannsbolig,Selveier,4,296.0,346,1,1948,G - rød,Innholdsrik familiebolig delt i flere avdelinger med et BRA på 346 m² | Oppgraderingsbehov | Attraktiv og tilbaketrukket,Eiendomsmegler 1,0,0,0,0,0,0,0,0,73,1.0,0,0,1
"Brattlistubben 9, 1279 Oslo",9700000.0,0.0,254842.0,9954842.0,1907.17,Tomannsbolig,Selveier,6,240.0,250,1,1991,E - mørkegrønn,Svært innholdsrik hel tomannsbolig v/marka- Stor utleiedel- God standard- Solrike usjenerte uteplasser- Fjernvarme- Peis,Nordvik,0,0,0,0,0,0,0,0,30,12.0,0,0,1
"Bestumveien 84N, 0283 Oslo",5700000.0,41175.0,144862.0,5886037.0,5886037.0,Leilighet,Selveier,2,76.0,76,2,1982,G - rød,Innholdsrik & lys 3(4)-roms endeleilighet |Solrik balkong|Carport |Eget vaskerom og bod på 17 kvm|3 minutter til CC-Vest,Ukjent,1,0,0,0,0,0,0,0,39,1.0,0,0,1
"Rosenlundgata 6B, 0474 Oslo",3850000.0,72000.0,16720.0,3938720.0,3938720.0,Leilighet,Aksje,1,41.0,41,1,1932,F - mørkegrønn,"Oppgradert og påkostet 2-roms leilighet, med god planløsning. *Mulighet for garasjeleie",Propr.no,0,0,1,0,0,0,0,0,89,8.0,1,0,0
"Trosterudveien 36C, 0778 Oslo",17250000.0,0.0,443142.0,17693142.0,1763.5,Enebolig,Selveier,4,250.0,250,1,1990,E - rød,Stor enebolig (250 kvm BRA) med super beliggenhet - Garasje og carport - Kjeller med egen inngang - Nærhet til marka,Sem & Johnsen,0,0,1,0,0,0,0,0,31,10.0,0,0,1
"Østerliveien 43B, 1153 Oslo",4500000.0,298167.0,128390.0,4926557.0,4926557.0,Leilighet,Selveier,2,68.0,68,3,1956,G - mørkegrønn,"Flott 3-roms selveier, toppleilighet med sydvestvendt balkong og populær beliggenhet | Fyring, V.V. inkl. i husleien",PrivatMegleren,1,0,0,0,0,0,0,1,65,3.0,0,0,1
"Rosenborggata 12, 0356 Oslo",3220000.0,193000.0,1132.0,3414132.0,3414132.0,Leilighet,Andel,1,37.0,37,2,1895,G - rød,"Pen andelsleilighet med skjermet alkove. Generøs takhøyde, rolig, heis og lave omk. Mulighet for lavere fk og in-ordning",Ukjent,0,0,0,1,0,0,0,0,126,1.0,0,1,0
"Welhavens gate 21 A, 0350 Oslo",4950000.0,12561.0,140069.0,5102630.0,5102630.0,Leilighet,Selveier,2,50.0,50,2,1875,G - rød,Lys og pen 3-R selveier i klassisk bygård I Kjøkken og bad 2013 I Vinduer 2016 I Utleie tillatt I Svært lave felleskost.,Schala & Partners,0,0,0,0,0,0,0,0,146,1.0,0,0,1
"Orrebakken 12, 0789 Oslo",34900000.0,0.0,888170.0,35788170.0,1689.75,Enebolig,Selveier,4,404.0,412,1,1993,E - rød,Praktfull villa-eiendom med spektakulær utsikt og stor tomt på ca 2.5 mål - Høy standard - 2 garasjer - 6 ildsteder,PrivatMegleren,0,1,1,0,0,0,0,0,28,10.0,0,0,1
"Bjørndalsjordet 18, 1270 Oslo",4290000.0,0.0,116270.0,4406270.0,3003.0,Rekkehus,Selveier,3,91.0,95,1,2014,B - rød,"Lekkert og moderne rekkehus med to parkeringsplasser, fantastisk terrasse og nærhet til marka. Barnevennelig område.",EIE eiendomsmegling,0,0,0,0,1,0,0,0,7,25.0,0,0,1
"Ruseløkkveien 49, 0251 Oslo",5700000.0,0.0,154070.0,5854070.0,4239.0,Leilighet,Selveier,1,58.0,58,3,1860,G - oransje,Lys toppleilighet over 2 plan I Teglsteinsvegg I God takhøyde I Nydelig og stille bakhage,PrivatMegleren,0,0,0,0,0,1,0,1,161,2.0,0,0,1
"Langviksveien 19C, 0286 Oslo",13900000.0,0.0,348874.0,14248874.0,922.5,Rekkehus,Selveier,6,123.0,125,1,1974,F - mørkegrønn,Nydelig og sjeldent rekkehus med 3(4) soverom på Bygdøy - Alt på ett plan! - Sjarmerende uteområde og hage - Stille,Eiendomsmegler 1,0,0,0,0,0,1,0,0,47,8.0,0,0,1
"Ulsrudveien 24, 0690 Oslo",9500000.0,0.0,258170.0,9758170.0,1545.25,Tomannsbolig,Selveier,3,143.0,198,1,1948,G - rød,"Stor vertikaldelt tomannsbolig med solrike uteplasser. Garasje, elbillader, to bad og tre stuer. 4 min. til t-bane.",PrivatMegleren,0,0,1,0,0,0,0,0,73,1.0,0,0,1
"Kjølberggata 13B, 0653 Oslo",4390000.0,53334.0,8009.0,4451343.0,4451343.0,Leilighet,Andel,2,57.0,59,5,1898,G - rød,"Delikat og lys 3-roms | Stilrent kjøkken fra 2018 | Klassiske detaljer m/stukkatur og rosett | Kort vei til ""alt""",Schala & Partners,0,0,0,0,0,0,0,0,123,1.0,0,1,0
"Kongsberggata 15, 0468 Oslo",5750000.0,205199.0,8582.0,5963781.0,5963781.0,Leilighet,Andel,2,84.0,84,2,1980,E - rød,BOLIGEN ER SOLGT - VISNINGER AVLYST!,Nordvik,0,0,0,0,0,0,0,0,41,10.0,0,1,0
"Bøkkerveien 26, 0579 Oslo",5850000.0,0.0,1132.0,5851132.0,3305.0,Leilighet,Andel,2,64.0,64,5,2017,C - mørkegrønn,Lys og delikat 3-roms m/solrik balkong i idylliske Krydderhagen. Garasje m/EL-lader. To boder. Ingen dok. avg.,Krogsveen,1,0,1,0,0,1,0,0,4,22.0,0,1,0
"Framnes terrasse 3B, 0270 Oslo",5000000.0,0.0,134642.0,5134642.0,2578.0,Leilighet,Selveier,1,49.0,49,3,1936,G - mørkegrønn,Tilbaketrukket 2(3)-roms topp- og hjørneleilighet i attraktiv funkisgård. Oppussingsobjekt. Solrik balkong. Parkering*,Nordvik,1,0,0,0,1,0,0,0,85,3.0,0,0,1
"Radarveien 55, 1152 Oslo",3950000.0,280000.0,15554.0,4245554.0,4245554.0,Leilighet,Andel,2,65.0,65,4,1957,D - gul,Attraktiv og pen 3-roms toppleilighet med nytt bad - Vestvendt balkong - V.vann og fyring ikl - Kvik kjøkken fra 2015 !,Ukjent,1,0,0,0,0,0,0,1,64,19.0,0,1,0
"Ormøybakken 2, 0198 Oslo",12500000.0,0.0,328170.0,12828170.0,1335.0,Tomannsbolig,Selveier,3,129.0,129,2,1935,G - mørkegrønn,Attraktiv halvpart av tomannsbolig med nydelig fjordutsikt. To solrike terrasser. Garasje og biloppstillingsplass.,PrivatMegleren,0,1,1,0,0,0,0,0,86,3.0,0,0,1
"Nobels gate 21, 0268 Oslo",5750000.0,8068.0,155492.0,5913560.0,5913560.0,Leilighet,Selveier,1,54.0,54,5,1933,F - mørkegrønn,"Pen, romslig 2-roms eierseksjon i 5. etasje med flott utsyn, vestvendt balkong, heis og peis. Oppvarming og v.v. inkl.",Sem & Johnsen,1,0,0,1,0,0,0,0,88,8.0,0,0,1
"Hans Nielsen Hauges gate 32, 0481 Oslo",8000000.0,68926.0,8032.0,8076958.0,8076958.0,Leilighet,Andel,2,94.0,94,3,1926,F - oransje,"Tiltalende 4-roms toppleilighet over 2 plan med takterrasse. Takhøyde opptil 3,7 m. Praktfullt klassisk bygårdskvartal.",Aktiv,0,0,0,0,0,0,0,1,95,7.0,0,1,0
"Vesteråsveien 32, 0382 Oslo",7990000.0,328000.0,216970.0,8534970.0,8534970.0,Leilighet,Selveier,3,131.0,131,-4,1978,E - rød,Innholdsrik 4(5)-roms leilighet over to plan | To vestvendte terrasser med utsikt | Garasjeplass med elbillader,EIE eiendomsmegling,0,1,1,0,0,0,0,0,43,10.0,0,0,1
"Dragonstien 97B, 1062 Oslo",4180000.0,411000.0,8454.0,4599454.0,4599454.0,Leilighet,Andel,3,103.0,103,2,1980,D - rød,Romslig og gjennomgående 4-roms med utsikt og 2 store balkonger m/gode solforhold|Garasje med el-bil lader|Barnevennlig!,Notar,1,1,1,0,0,0,0,0,41,15.0,0,1,0
"Svartdalsveien 46, 0678 Oslo",2700000.0,736000.0,8626.0,3444626.0,3444626.0,Leilighet,Andel,1,54.0,54,1,1948,G - rød,"Lekkert førstegangskjøp! Nydelig 2-R, pusset opp i 2020. VV og kabel-TV inkl. To eksterne boder. Kort vei til kollektiv!",Ukjent,0,0,0,0,0,0,0,0,73,1.0,0,1,0
"Sondrevegen 3J, 0378 Oslo",10500000.0,0.0,271270.0,10771270.0,2908.0,Leilighet,Selveier,2,144.0,158,-2,1971,F - rød,Stor og innholdsrik leilighet med solrik terrasse med svømmebasseng - Utsikt - Peis - Garasje - Oppussingsobjekt,PrivatMegleren,0,1,1,0,0,0,0,0,50,6.0,0,0,1
"Camilla Colletts vei 16, 0258 Oslo",10900000.0,0.0,273842.0,11173842.0,4711.0,Leilighet,Selveier,2,115.0,115,2,1917,D - lysegrønn,"Klassisk og lys selveier med heis, 2 balkonger og to ildsteder. Svært attraktiv beliggenhet, rett ved Uranienborgparken!",Ukjent,1,0,0,1,0,0,0,0,104,18.0,0,0,1
"Hans Nielsen Hauges gate 4, 0481 Oslo",4190000.0,197500.0,8957.0,4396457.0,4396457.0,Leilighet,Aksje,1,61.0,63,4,1933,G - mørkegrønn,Lys og romslig 2(3)-roms toppleilighet med luftebalkong og prisbelønnede bakgårder. God takhøyde og populær beliggenhet!,Ukjent,1,0,0,0,0,0,0,1,88,3.0,1,0,0
"Bryggetorget 9, 0250 Oslo",9500000.0,2793.0,238842.0,9741635.0,9741635.0,Leilighet,Selveier,2,93.0,96,1,1990,E - mørkegrønn,Attraktiv og romslig leilighet med tilbaketrukket beliggenhet. 2 bad. Stor terrasse. Peis. Heis. Garasje.,Krogsveen,0,0,1,1,0,0,0,0,31,12.0,0,0,1
"Grindbakken 72, 0764 Oslo",9900000.0,0.0,259042.0,10159042.0,3847.0,Leilighet,Selveier,3,123.0,123,3,1984,G - oransje,"Lys, gjennomgående og oppusset 4-roms med fantastisk utsikt og beliggenhet, balkong og terrasse. Parkering i garasje.",PrivatMegleren,1,1,1,0,1,0,0,0,37,2.0,0,0,1
"Sondrevegen 3G, 0378 Oslo",14500000.0,0.0,372142.0,14872142.0,0.0,Leilighet,Selveier,3,158.0,158,-2,1970,F - oransje,"Unik, nyoppusset terrasseleilighet med nydelig utsikt - Solrik terrasse med svømmebasseng - Peis - Garasje med el-lader",Nordvik,0,1,1,0,0,0,0,0,51,7.0,0,0,1
"Freserveien 15, 0195 Oslo",3230000.0,2130000.0,12726.0,5372726.0,5372726.0,Leilighet,Andel,1,44.0,46,4,2018,C - oransje,2(3)-roms|2 uteplasser|Garasje m lader|Ca 5 min til Sørenga m sykkel|Ny bolig garanti|Mulighet å innfri fellesgjeld|,Propr.no,0,0,1,0,0,0,0,0,3,21.0,0,1,0
"Drammensveien 52 D, 0271 Oslo",7500000.0,130659.0,193092.0,7823751.0,7823751.0,Leilighet,Selveier,2,75.0,75,2,1933,G - gul,"Lys og lekker 3-roms hjørneleilighet med stor, solrik balkong. Bad fra 2019. Peis. Stille og tilbaketrukket beliggenhet.",Krogsveen,1,0,0,0,0,0,0,0,88,5.0,0,0,1
"Skjoldveien 36A, 0881 Oslo",16000000.0,0.0,428142.0,16428142.0,1136.42,Enebolig,Selveier,4,157.0,193,1,1948,G - oransje,Tiltalende og moderne enebolig med flott hage. Høy standard fra 2019 - Dobbeltgarasje - Rett ved Marka!,PrivatMegleren,0,0,1,0,0,1,0,0,73,2.0,0,0,1
"Olaf Bulls vei 21, 0765 Oslo",6900000.0,421000.0,15554.0,7336554.0,7336554.0,Leilighet,Andel,3,100.0,100,-3,1982,E - rød,"VISNING 30/9 - Pen og familievennlig 4-roms endeleilighet med solrik terrasse, fantastisk fjordutsikt og garasjeplass",PrivatMegleren,0,1,1,0,0,0,0,0,39,10.0,0,1,0
"Bestumveien 37D, 0281 Oslo",7290000.0,0.0,183624.0,7473624.0,2675.0,Rekkehus,Selveier,3,88.0,88,1,1991,E - rød,"Tiltalende rekkehusleil. o/2 plan med balkong, markterrasse og hage| Parkeringsplass | 2 bad| 3 soverom |Barnevennlig",Eiendomsmegler 1,1,0,0,0,1,1,0,0,30,10.0,0,0,1
"Ullernkammen 26, 0380 Oslo",11900000.0,0.0,309070.0,12209070.0,6111.0,Leilighet,Selveier,4,176.0,176,1,1976,E - rød,"Gjennomgående 6-roms selveierleilighet med 4 soverom, 2 stuer og 2 bad. Garasjeplass, 2 terrasser og en nydelig utsikt.",PrivatMegleren,0,1,1,0,0,0,0,0,45,10.0,0,0,1
"Vardøgata 1, 0565 Oslo",4300000.0,353140.0,8032.0,4661172.0,4661172.0,Leilighet,Andel,1,46.0,46,3,1933,G - rød,Fantastisk 2R hjørneleil. med høy standard. Nyoppusset i 2019/2020. Felles takterrasse. IN-ordning. Visn etter avtale!,Aktiv,0,0,0,0,0,0,0,0,88,1.0,0,1,0
"Skøyenåsveien 13, 0686 Oslo",4390000.0,65000.0,15554.0,4470554.0,4470554.0,Leilighet,Andel,3,73.0,73,2,1955,G - mørkegrønn,"Pen 4-roms hjørneleilighet med solrik, sydvendt balkong og meget god intern beliggenhet - Kun 5 min. til t-bane",PrivatMegleren,1,0,0,0,0,0,0,0,66,3.0,0,1,0
"Gina Krogs vei 16, 1153 Oslo",3700000.0,138000.0,8626.0,3846626.0,3846626.0,Leilighet,Andel,2,60.0,72,4,1958,F - rød,Lys 3-roms topp- og hjørneleil. - Solrik sydvendt balkong - Vv. inkl. - Ildsted - 3 boder - Nærhet til buss og t-bane,Ukjent,1,0,0,0,0,0,0,0,63,6.0,0,1,0
"Ravnkollbakken 55, 0971 Oslo",2900000.0,448000.0,15554.0,3363554.0,3363554.0,Leilighet,Andel,3,81.0,93,5,1970,F - rød,Gjennomgående og romslig 4-roms endeleilighet - Vestvendt innglasset balkong med flott utsikt - Garasjeplass - Markanært,Ukjent,1,1,1,0,0,0,0,0,51,6.0,0,1,0
"Vidars gate 4, 0452 Oslo",3200000.0,4385.0,91642.0,3296027.0,3296027.0,Leilighet,Selveier,1,30.0,30,4,1932,G - mørkegrønn,Lys og luftig 1(2)-roms selveier med skjermet alkove. Rolig beliggenhet. Lave felleskostnader m/ v.vann og fyring inkl.,Aktiv,0,0,0,0,0,0,0,0,89,3.0,0,0,1
"Reichweins gate 1f, 0254 Oslo",5790000.0,267492.0,7860.0,6065352.0,6065352.0,Leilighet,Andel,1,60.0,60,2,1895,F - rød,"VIKA Gjennomgående, pen 2(3)-roms i klassisk bygård anno 1895. Felles takterrasse, tilbaketrukket beliggenhet, sentralt.",Aktiv,0,0,0,0,0,0,1,0,126,6.0,0,1,0
"Furulundtoppen 25, 0282 Oslo",11900000.0,0.0,298842.0,12198842.0,2222.0,Leilighet,Selveier,2,156.0,174,2,1933,G - oransje,"Særegen leilighet i mursteinsvilla over to plan, tegnet av Arnstein Arneberg - Terrasse og stor hage - Fantastisk utsikt",Ukjent,0,1,0,0,0,1,0,0,88,2.0,0,0,1
"Ullevålsveien 67, 0454 Oslo",5290000.0,224034.0,149370.0,5663404.0,5663404.0,Leilighet,Selveier,2,60.0,60,1,1890,G - rød,"Klassisk og lys 3-roms i høy 1.etg - 3,23m takhøyde - Peis - Flott felleshage - Kort vei til grøntområder og sentrum",EIE eiendomsmegling,0,0,0,0,0,1,1,0,131,1.0,0,0,1
"Middelthuns gate 19, 0368 Oslo",8950000.0,4801.0,235420.0,9190221.0,9190221.0,Leilighet,Selveier,1,80.0,82,9,2000,D - rød,Colosseum park - Hjørneleilighet i 9. etg med balkong - Flott utsikt - Mulighet for kjøp av garasje,PrivatMegleren,1,1,1,0,0,0,0,0,21,15.0,0,0,1
"Utmarkveien 19, 0689 Oslo",4280000.0,196000.0,1632.0,4477632.0,4477632.0,Leilighet,Andel,2,64.0,64,4,1959,F - rød,Rålekker og nyoppusset 3-roms leilighet med solrik vestvendt balkong. Usjenert beliggenhet. Kort vei til t-bane og marka,Krogsveen,1,0,0,0,0,0,0,0,62,6.0,0,1,0
"Fossumberget 30, 0983 Oslo",3990000.0,164865.0,101124.0,4255989.0,4255989.0,Leilighet,Selveier,3,101.0,101,2,1972,F - rød,"Lys, pen og attraktiv 4-roms i 2. etasje - Selveier - Trivelig terrasse og balkong - Utsikt - Garasje - Vv a-konto",Eiendomsmegler 1,1,1,1,0,0,0,0,0,49,6.0,0,0,1
"Lambertseterveien 35, 1150 Oslo",2690000.0,199717.0,8070.0,2897787.0,2897787.0,Leilighet,Andel,5,24.0,24,2,1961,D - rød,Nyoppusset leilighet |Alkove m/vindu | Nytt kjøkken og bad m/dusj | Felles balkong | 5. etg./heis | v.v og fyr inkl.,PrivatMegleren,1,0,0,1,0,0,0,0,60,15.0,0,1,0
"Lindebergåsen 50B, 1068 Oslo",2800000.0,518360.0,8658.0,3327018.0,3327018.0,Leilighet,Andel,1,49.0,61,1,1977,F - lysegrønn,Herlig og praktisk 2-roms med vestvendt vinterhage og stor terrasse | Moderne kjøkken fra 2021 | Rett ved Østmarka,Eiendomsmegler 1,0,0,0,0,0,1,0,0,44,9.0,0,1,0
"Gamle Enebakkvei 51, 1188 Oslo",5290000.0,107000.0,144562.0,5541562.0,5541562.0,Leilighet,Selveier,3,97.0,97,3,1989,E - rød,Pen og romslig 5-roms terrasseleilighet med 2 balkonger|Garasjeplass medfølger | Varmt vann inkl. |Meget god beliggenhet,Nordvik,1,0,1,0,0,0,0,0,32,10.0,0,0,1
"Strømsveien 78A, 0663 Oslo",3100000.0,573600.0,9126.0,3682726.0,3682726.0,Leilighet,Andel,1,49.0,49,4,1937,G - mørkegrønn,Lys og romslig 2-roms endeleilighet i toppetasje med sydøstvendt balkong. Balkongdør og vinduer 2021. Separat kjøkken.,Krogsveen,1,0,0,0,0,0,0,0,84,3.0,0,1,0
"Lavrans vei 1C, 0670 Oslo",4200000.0,0.0,106342.0,4306342.0,2405.0,Leilighet,Selveier,2,59.0,59,1,2020,B - rød,"Ny, lys, moderne og praktisk 3-roms selveierleilighet i bygg fra 2020 m/markterrasse, del av felles hage og heis.",Krogsveen,0,0,0,1,0,1,0,0,1,25.0,0,0,1
"Casparis gate 15, 0174 Oslo",6800000.0,183000.0,171342.0,7154342.0,7154342.0,Leilighet,Selveier,2,84.0,84,5,1901,G - oransje,Lys og pen 3-roms. Svært høy loftsleilighet m/ spektakulær utsikt. Gjennomgående planløsning. Peis. Gulvareal på 87 m².,Ukjent,0,1,0,0,0,0,0,0,120,2.0,0,0,1
"Maridalsveien 33 M, 0175 Oslo",8300000.0,0.0,219042.0,8519042.0,6931.0,Leilighet,Selveier,3,97.0,97,3,2003,D - mørkegrønn,Stor og smakfullt oppusset 4-roms selveier. Sydvendt hjørnebalkong | Idyllisk hage | Heis | Garasje | Rolig beliggenhet,PrivatMegleren,1,0,1,1,0,1,0,0,18,17.0,0,0,1
"Økern torgvei 9H, 0580 Oslo",3650000.0,0.0,8626.0,3658626.0,2957.0,Leilighet,Andel,1,38.0,41,4,2008,B - lysegrønn,"Attraktiv 2-roms med solrik balkong på ca. 10 m2 - Varmtvann, strøm og fyring inkl. - Populær beliggenhet",Ukjent,1,0,0,0,0,0,0,0,13,28.0,0,1,0
"Malerhaugveien 16, 0655 Oslo",3400000.0,127000.0,19520.0,3546520.0,3546520.0,Leilighet,Aksje,1,35.0,35,1,1949,G - mørkegrønn,Lys og sjarmerende leilighet med solrik balkong og god planløsning. Parkering. Stille og tilbaketrukket område.,Aktiv,1,0,0,0,1,0,0,0,72,3.0,1,0,0
"Toftes gate 2, 0556 Oslo",4800000.0,8000.0,121542.0,4929542.0,4929542.0,Leilighet,Selveier,1,53.0,53,5,2005,D - mørkegrønn,Lys og moderne 2-Roms hjørneleilighet - Vestvendt balkong på 6m2 - Heis - Vv/fyr. inkl - Garasjeleie* - F. takterrasse,Nordvik,1,0,1,1,0,0,0,0,16,17.0,0,0,1
"Ravnkollbakken 60, 0971 Oslo",4050000.0,481000.0,8658.0,4539658.0,4539658.0,Leilighet,Andel,3,87.0,100,1,1971,E - rød,Meget pen 4-roms med flott beliggenhet - Garasjeplass - Innglasset balkong - Privat hage- Total rehabilitert i 2021,Eiendomsmegler 1,1,0,1,0,0,1,0,0,50,10.0,0,1,0
